x,y,species logistic values
1.0,1.0,0.017061953
2.0,2.0,0.24040425
3.0,3.0,1.8973782E-5
4.0,4.0,1.5603131E-4
5.0,5.0,0.021689408
6.0,6.0,0.008728247
7.0,7.0,4.3563836E-5
8.0,8.0,0.0016609567
9.0,9.0,0.12459369
10.0,10.0,0.01372535
11.0,11.0,0.024136957
12.0,12.0,0.004018074
13.0,13.0,0.0058658132
14.0,14.0,0.064344645
15.0,15.0,0.023596138
16.0,16.0,0.001281423
17.0,17.0,0.017562531
18.0,18.0,0.016901385
19.0,19.0,0.4095663
20.0,20.0,0.09024828
21.0,21.0,0.024733782
22.0,22.0,0.06537834
23.0,23.0,0.02193184
24.0,24.0,0.016607929
25.0,25.0,0.012397174
26.0,26.0,0.0010283685
27.0,27.0,0.03493314
28.0,28.0,3.995001E-5
29.0,29.0,2.9657685E-4
30.0,30.0,0.006964167
31.0,31.0,0.018876666
32.0,32.0,0.0020022031
33.0,33.0,0.3062918
34.0,34.0,0.007325568
35.0,35.0,0.002988147
36.0,36.0,2.3942863E-4
37.0,37.0,0.018795783
38.0,38.0,0.02026735
39.0,39.0,1.5759734E-4
40.0,40.0,0.0029101197
41.0,41.0,1.999905E-4
42.0,42.0,0.006907529
43.0,43.0,0.01832282
44.0,44.0,0.009469493
45.0,45.0,0.018022755
46.0,46.0,1.6809738E-4
47.0,47.0,0.0027274948
48.0,48.0,0.011961521
49.0,49.0,0.0018042256
50.0,50.0,0.0051274737
51.0,51.0,0.004599133
52.0,52.0,0.003951034
53.0,53.0,0.026875189
54.0,54.0,2.8834369E-5
55.0,55.0,0.02001072
56.0,56.0,0.07359777
57.0,57.0,3.069509E-5
58.0,58.0,0.01949337
59.0,59.0,0.12595333
60.0,60.0,0.0011441186
61.0,61.0,0.062407967
62.0,62.0,3.8356786E-5
63.0,63.0,5.7121256E-4
64.0,64.0,0.06539165
65.0,65.0,0.2856432
66.0,66.0,0.018239351
67.0,67.0,0.0047432357
68.0,68.0,1.6589325E-4
69.0,69.0,5.3397345E-4
70.0,70.0,0.0039838823
71.0,71.0,0.003490864
72.0,72.0,0.0069981897
73.0,73.0,1.5950897E-4
74.0,74.0,4.2661282E-4
75.0,75.0,8.713854E-4
76.0,76.0,7.248556E-4
77.0,77.0,0.0024024628
78.0,78.0,0.0015474835
79.0,79.0,0.025372498
80.0,80.0,3.1116762E-4
81.0,81.0,7.121989E-6
82.0,82.0,0.34815812
83.0,83.0,0.06434881
84.0,84.0,0.041296147
85.0,85.0,1.5223201E-4
86.0,86.0,0.0015916505
87.0,87.0,0.0011976735
88.0,88.0,0.07851241
89.0,89.0,0.08521257
90.0,90.0,1.16764815E-4
