X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.0788488651461989,39.13898430440931,0.5233065003477285
2.0,2.0,train,0.06906838156080289,31.253899153888927,0.4902156840386565
3.0,3.0,train,0.10343389982947943,88.82290561070934,0.5901761088058403
4.0,4.0,train,0.09888923592304083,58.151293588141336,0.5792660251755862
5.0,5.0,train,0.09123132086664561,48.26217143585513,0.5595063770676584
6.0,6.0,train,0.11175431302688092,100.0,0.608750615427142
7.0,7.0,train,0.05873282067497399,17.496628691400268,0.44985894884866695
8.0,8.0,train,0.10048988689675777,68.19934676875039,0.5831742560659494
9.0,9.0,train,0.06850673532683534,24.3477221217707,0.4881753938812116
10.0,10.0,train,0.10281121942600058,78.48482174561538,0.5887148506381007
