x,y,species logistic values
1.0,1.0,0.47635219
2.0,2.0,0.57896835
3.0,3.0,0.383018
4.0,4.0,0.40833363
5.0,5.0,0.47910762
6.0,6.0,0.46968415
7.0,7.0,0.40263048
8.0,8.0,0.39350852
9.0,9.0,0.47570983
10.0,10.0,0.48295483
11.0,11.0,0.45786345
12.0,12.0,0.44917846
13.0,13.0,0.55941784
14.0,14.0,0.48585397
15.0,15.0,0.44837523
16.0,16.0,0.46604827
17.0,17.0,0.42699513
18.0,18.0,0.51214737
19.0,19.0,0.57896835
20.0,20.0,0.57896835
21.0,21.0,0.5056112
22.0,22.0,0.57896835
23.0,23.0,0.429262
24.0,24.0,0.52278954
25.0,25.0,0.44972423
26.0,26.0,0.38444656
27.0,27.0,0.5046055
28.0,28.0,0.3967314
29.0,29.0,0.40862423
30.0,30.0,0.56244034
31.0,31.0,0.45788515
32.0,32.0,0.45662242
33.0,33.0,0.40074953
34.0,34.0,0.4155926
35.0,35.0,0.5294171
36.0,36.0,0.36609223
37.0,37.0,0.53568447
38.0,38.0,0.4170933
39.0,39.0,0.44448212
40.0,40.0,0.42165145
41.0,41.0,0.4100104
42.0,42.0,0.5335398
43.0,43.0,0.44048777
44.0,44.0,0.4785531
45.0,45.0,0.39969292
46.0,46.0,0.44682834
47.0,47.0,0.41624984
48.0,48.0,0.4185361
49.0,49.0,0.45164207
50.0,50.0,0.46338275
51.0,51.0,0.46048176
52.0,52.0,0.4990425
53.0,53.0,0.47139505
54.0,54.0,0.5017151
55.0,55.0,0.3947106
56.0,56.0,0.53537995
57.0,57.0,0.57896835
58.0,58.0,0.53338695
59.0,59.0,0.57896835
60.0,60.0,0.50946444
61.0,61.0,0.43702286
62.0,62.0,0.38784206
63.0,63.0,0.41654205
64.0,64.0,0.56564534
65.0,65.0,0.57896835
66.0,66.0,0.525385
67.0,67.0,0.4104635
68.0,68.0,0.50293183
69.0,69.0,0.40602666
70.0,70.0,0.39066857
71.0,71.0,0.4324677
72.0,72.0,0.4000992
73.0,73.0,0.41365254
74.0,74.0,0.37933707
75.0,75.0,0.44276348
76.0,76.0,0.4359773
77.0,77.0,0.454027
78.0,78.0,0.50059205
79.0,79.0,0.42966715
80.0,80.0,0.37406936
81.0,81.0,0.5107899
82.0,82.0,0.56499064
83.0,83.0,0.57896835
84.0,84.0,0.41340277
85.0,85.0,0.4488356
86.0,86.0,0.4637407
87.0,87.0,0.52253336
88.0,88.0,0.49600112
89.0,89.0,0.4147262
90.0,90.0,0.50276
