x,y,species logistic values
1.0,1.0,0.016466174
2.0,2.0,0.0013321296
3.0,3.0,2.7065532E-4
4.0,4.0,0.011195837
5.0,5.0,9.0744515E-4
6.0,6.0,0.002801464
7.0,7.0,6.1474217E-4
8.0,8.0,1.1638111E-4
9.0,9.0,1.8667468E-5
10.0,10.0,0.002110758
11.0,11.0,0.0072300727
12.0,12.0,6.0024025E-4
13.0,13.0,1.0315717E-5
14.0,14.0,0.02712667
15.0,15.0,0.02031808
16.0,16.0,2.1331533E-4
17.0,17.0,0.078121625
18.0,18.0,6.121039E-5
19.0,19.0,0.003291991
20.0,20.0,0.03998636
21.0,21.0,0.01268517
22.0,22.0,0.0029966556
23.0,23.0,0.0037944403
24.0,24.0,0.025835404
25.0,25.0,7.6025564E-5
26.0,26.0,0.0056323437
27.0,27.0,0.002977646
28.0,28.0,0.012054359
29.0,29.0,0.022153717
30.0,30.0,1.3199661E-4
31.0,31.0,0.027042953
32.0,32.0,0.0060327156
33.0,33.0,0.022287745
34.0,34.0,0.028088292
35.0,35.0,9.207933E-4
36.0,36.0,0.034292642
37.0,37.0,4.588346E-4
38.0,38.0,0.021491049
39.0,39.0,9.0468784E-5
40.0,40.0,5.0994364E-5
41.0,41.0,0.026551839
42.0,42.0,0.005462927
43.0,43.0,4.791718E-4
44.0,44.0,0.009258649
45.0,45.0,0.01431845
46.0,46.0,0.026207646
47.0,47.0,7.081561E-5
48.0,48.0,0.014265136
49.0,49.0,8.127464E-4
50.0,50.0,0.024378132
51.0,51.0,0.027456293
52.0,52.0,0.02737759
53.0,53.0,0.027465727
54.0,54.0,0.025650578
55.0,55.0,0.0076379636
56.0,56.0,0.014909132
57.0,57.0,6.843975E-6
58.0,58.0,0.0019691188
59.0,59.0,0.027417494
60.0,60.0,6.437214E-5
61.0,61.0,4.544393E-5
62.0,62.0,0.018459776
63.0,63.0,0.004039814
64.0,64.0,0.005990261
65.0,65.0,0.0018026462
66.0,66.0,0.16655181
67.0,67.0,0.02598371
68.0,68.0,0.01922436
69.0,69.0,0.0015388136
70.0,70.0,0.025976637
71.0,71.0,0.020141238
72.0,72.0,0.012003849
73.0,73.0,0.011644609
74.0,74.0,0.29281035
75.0,75.0,6.8752E-5
76.0,76.0,0.0016807878
77.0,77.0,0.026638648
78.0,78.0,0.014366094
79.0,79.0,0.0010545162
80.0,80.0,2.0382251E-5
81.0,81.0,2.619608E-6
82.0,82.0,4.6375193E-4
83.0,83.0,0.0031343948
84.0,84.0,0.008318764
85.0,85.0,3.647503E-4
86.0,86.0,2.3224007E-5
87.0,87.0,0.002625355
88.0,88.0,0.01173895
89.0,89.0,4.599732E-5
90.0,90.0,0.02968548
