X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.07896927233003152,50.05357845925833,0.5431002737586919
2.0,2.0,train,0.10213778989065872,78.28881725571422,0.6058961106468248
3.0,3.0,train,0.07890642971829029,42.16385616908085,0.5429027202496164
4.0,4.0,train,0.07807625841795134,34.26912697917818,0.5402768472582768
5.0,5.0,train,0.10676193511194343,88.9656059362127,0.6164181806755048
6.0,6.0,train,0.07716222734206687,26.462089840499075,0.5373506046855627
7.0,7.0,train,0.0809299246227288,58.15005814708475,0.5491791936265088
8.0,8.0,train,0.0992573844181524,68.07577481524166,0.599045000192549
9.0,9.0,train,0.0759389249226797,18.745790774058182,0.5333754465632754
10.0,10.0,train,0.11034244245661402,100.0,0.6241873566439602
