X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.03091654442944506,65.3426396813188,0.6145366233305762
2.0,2.0,train,0.007074671272723528,16.184147412020078,0.26730324676371325
3.0,3.0,train,0.039418280097264696,79.65164578808613,0.6702598495620786
4.0,4.0,train,0.02211188911335657,40.23477931579262,0.5327645593868978
5.0,5.0,train,0.019352182518018696,36.08283825865175,0.49948402147730997
6.0,6.0,train,0.06329899334400885,99.99999528125866,0.7654868379644166
7.0,7.0,train,0.007224965965570053,16.90661849737453,0.27144044823502195
8.0,8.0,train,0.03722978823311163,75.70983234247659,0.6575150819401162
9.0,9.0,train,0.05437042503660052,93.67011841560922,0.7371002698598783
10.0,10.0,train,0.04106320084603473,83.75800274775412,0.6792316985846443
11.0,11.0,train,0.04475056441302727,88.2330149733816,0.6976716583202541
12.0,12.0,train,0.02838086179752978,59.317163067507934,0.5940771118747806
13.0,13.0,train,0.00993111801214166,20.30632854720379,0.3386768801129979
14.0,14.0,train,0.02794343776389868,56.47956968545472,0.5903260150972467
15.0,15.0,train,0.02783776626934122,50.89495405095843,0.5894094170611331
16.0,16.0,train,0.03127477255965978,68.4694896107242,0.6172619474035433
17.0,17.0,train,0.01940750814132894,38.023605962565696,0.500197722295692
18.0,18.0,train,0.0351714567470834,71.98683576309224,0.6445953477381579
