x,y,species logistic values
1.0,1.0,0.5052175
2.0,2.0,0.32480508
3.0,3.0,0.25004247
4.0,4.0,0.30384964
5.0,5.0,0.26564857
6.0,6.0,0.23164518
7.0,7.0,0.3287912
8.0,8.0,0.702715
9.0,9.0,0.31444114
10.0,10.0,0.2220129
11.0,11.0,0.58232814
12.0,12.0,0.5258061
13.0,13.0,0.21048276
14.0,14.0,0.2528943
15.0,15.0,0.3528025
16.0,16.0,0.32291058
17.0,17.0,0.1875001
18.0,18.0,0.7385115
19.0,19.0,0.2682642
20.0,20.0,0.62734354
21.0,21.0,0.23863126
22.0,22.0,0.5321428
23.0,23.0,0.6060947
24.0,24.0,0.5970425
25.0,25.0,0.55113226
26.0,26.0,0.2373887
27.0,27.0,0.38993412
28.0,28.0,0.5741375
29.0,29.0,0.55612904
30.0,30.0,0.2834698
31.0,31.0,0.21568853
32.0,32.0,0.2538597
33.0,33.0,0.36141673
34.0,34.0,0.42553875
35.0,35.0,0.4868383
36.0,36.0,0.2825852
37.0,37.0,0.599735
38.0,38.0,0.46988678
39.0,39.0,0.47739968
40.0,40.0,0.4416249
41.0,41.0,0.25512996
42.0,42.0,0.33160332
43.0,43.0,0.23859625
44.0,44.0,0.59126717
45.0,45.0,0.20186706
46.0,46.0,0.35117003
47.0,47.0,0.23534779
48.0,48.0,0.24468532
49.0,49.0,0.47842532
50.0,50.0,0.3318125
