X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.01342180930586452,77.18292418,0.5812735570568487
2.0,2.0,train,0.008808027323145938,38.83080985932699,0.4767134125926751
3.0,3.0,train,0.012013355120515564,65.63553094711914,0.5540731202083952
4.0,4.0,train,0.011749125228290665,64.43451409936392,0.5485717169634767
5.0,5.0,train,0.01260266877035248,69.35139194642021,0.5658726953112782
6.0,6.0,train,0.011731116942684713,63.260592803469066,0.5481918300529696
7.0,7.0,train,0.013341766734707316,74.49865812306672,0.5798169949208382
8.0,8.0,train,0.013419981545154768,75.84042654352386,0.5812404093410594
9.0,9.0,train,0.01342180930586452,77.18292418,0.5812735570568487
10.0,10.0,train,0.01342180930586452,77.18292418,0.5812735570568487
11.0,11.0,train,0.01342180930586452,77.18292418,0.5812735570568487
12.0,12.0,train,0.01342180930586452,77.18292418,0.5812735570568487
13.0,13.0,train,0.009863080832115758,49.26745875840489,0.5049801582558755
14.0,14.0,train,0.01342180930586452,77.18292418,0.5812735570568487
15.0,15.0,train,0.01342180930586452,77.18292418,0.5812735570568487
16.0,16.0,train,0.012831530782545751,73.16464890180444,0.5702884702989199
17.0,17.0,train,0.01342180930586452,77.18292418,0.5812735570568487
18.0,18.0,train,0.01342180930586452,77.18292418,0.5812735570568487
