x,y,species logistic values
1.0,1.0,0.58127356
2.0,2.0,0.37022498
3.0,3.0,0.39730495
4.0,4.0,0.46334144
5.0,5.0,0.39119384
6.0,6.0,0.38143167
7.0,7.0,0.5456158
8.0,8.0,0.46984932
9.0,9.0,0.47767755
10.0,10.0,0.44121873
11.0,11.0,0.480811
12.0,12.0,0.44035304
13.0,13.0,0.459416
14.0,14.0,0.41733918
15.0,15.0,0.509247
16.0,16.0,0.58127356
17.0,17.0,0.58127356
18.0,18.0,0.502176
19.0,19.0,0.58127356
20.0,20.0,0.52076155
21.0,21.0,0.441807
22.0,22.0,0.58127356
23.0,23.0,0.37174976
24.0,24.0,0.5010881
25.0,25.0,0.37861976
26.0,26.0,0.38487893
27.0,27.0,0.3976165
28.0,28.0,0.46811706
29.0,29.0,0.3890881
30.0,30.0,0.56365126
31.0,31.0,0.45060703
32.0,32.0,0.449245
33.0,33.0,0.38917962
34.0,34.0,0.40509132
35.0,35.0,0.5279327
36.0,36.0,0.3521936
37.0,37.0,0.5347138
38.0,38.0,0.4067021
39.0,39.0,0.4361582
40.0,40.0,0.41159686
41.0,41.0,0.39910275
42.0,42.0,0.5323934
43.0,43.0,0.4318561
44.0,44.0,0.47292104
45.0,45.0,0.38804838
46.0,46.0,0.43868604
47.0,47.0,0.4057967
48.0,48.0,0.40825108
49.0,49.0,0.45653895
50.0,50.0,0.495071
51.0,51.0,0.46518895
52.0,52.0,0.49796167
53.0,53.0,0.3827172
54.0,54.0,0.53438437
55.0,55.0,0.58127356
56.0,56.0,0.38669962
57.0,57.0,0.532228
58.0,58.0,0.58127356
59.0,59.0,0.50634444
60.0,60.0,0.42812586
61.0,61.0,0.5551959
62.0,62.0,0.3753756
63.0,63.0,0.5671154
64.0,64.0,0.58127356
65.0,65.0,0.52356994
66.0,66.0,0.39958867
67.0,67.0,0.40800253
68.0,68.0,0.4992777
69.0,69.0,0.39483225
70.0,70.0,0.37839565
71.0,71.0,0.4232242
72.0,72.0,0.38848332
73.0,73.0,0.42199567
74.0,74.0,0.40300944
75.0,75.0,0.4343069
76.0,76.0,0.44644585
77.0,77.0,0.42703834
78.0,78.0,0.49674693
79.0,79.0,0.42021203
80.0,80.0,0.3606838
81.0,81.0,0.5077784
82.0,82.0,0.56640786
83.0,83.0,0.58127356
84.0,84.0,0.40274146
85.0,85.0,0.44084924
86.0,86.0,0.45692527
87.0,87.0,0.5204844
88.0,88.0,0.4917818
89.0,89.0,0.40416148
90.0,90.0,0.49909183
