X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.00724472699026505,32.27577221482547,0.4313860783339271
2.0,2.0,train,0.00724472699026505,32.27577221482547,0.4313860783339271
3.0,3.0,train,0.012627763211772721,55.34054430306046,0.5694054225968499
4.0,4.0,train,0.012627763211772721,55.34054430306046,0.5694054225968499
5.0,5.0,train,0.012134851916570611,54.07261521710699,0.5596174201181447
6.0,6.0,train,0.012101573723588565,50.44391982818533,0.5589405370910322
7.0,7.0,train,0.012101573723588565,50.44391982818533,0.5589405370910322
8.0,8.0,train,0.012101573723588565,50.44391982818533,0.5589405370910322
9.0,9.0,train,0.015421563386295111,67.60384094706316,0.6175812997075469
10.0,10.0,train,0.015426720238063785,69.146559524,0.6176602583775183
11.0,11.0,train,0.015426720238063785,69.146559524,0.6176602583775183
12.0,12.0,train,0.015426720238063785,69.146559524,0.6176602583775183
13.0,13.0,train,0.015426720238063785,69.146559524,0.6176602583775183
14.0,14.0,train,0.015426720238063785,69.146559524,0.6176602583775183
15.0,15.0,train,0.015426720238063785,69.146559524,0.6176602583775183
16.0,16.0,train,0.015426720238063785,69.146559524,0.6176602583775183
17.0,17.0,train,0.015426720238063785,69.146559524,0.6176602583775183
18.0,18.0,train,0.014208683784950476,66.06167308323062,0.5980583026881661
19.0,19.0,train,0.015426720238063785,69.146559524,0.6176602583775183
20.0,20.0,train,0.015426720238063785,69.146559524,0.6176602583775183
21.0,21.0,train,0.015426720238063785,69.146559524,0.6176602583775183
22.0,22.0,train,0.015426720238063785,69.146559524,0.6176602583775183
23.0,23.0,train,0.015426720238063785,69.146559524,0.6176602583775183
