x,y,species logistic values
1.0,1.0,0.13368143
2.0,2.0,0.65020657
3.0,3.0,0.014914857
4.0,4.0,0.032563668
5.0,5.0,0.14347373
6.0,6.0,0.10544757
7.0,7.0,0.017379275
8.0,8.0,0.030466061
9.0,9.0,0.54018235
10.0,10.0,0.07198337
11.0,11.0,0.11090925
12.0,12.0,0.38701183
13.0,13.0,0.13939613
14.0,14.0,0.05691684
15.0,15.0,0.16436768
16.0,16.0,0.06145553
17.0,17.0,0.19879815
18.0,18.0,0.52673644
19.0,19.0,0.36306405
20.0,20.0,0.1828008
21.0,21.0,0.45586777
22.0,22.0,0.07492237
23.0,23.0,0.225513
24.0,24.0,0.12416617
25.0,25.0,0.5301417
26.0,26.0,0.030567188
27.0,27.0,0.22931322
28.0,28.0,0.020154348
29.0,29.0,0.03113804
30.0,30.0,0.06534084
31.0,31.0,0.18565312
32.0,32.0,0.05097124
33.0,33.0,0.09864944
34.0,34.0,0.06982454
35.0,35.0,0.032037783
36.0,36.0,0.049650043
37.0,37.0,0.24380836
38.0,38.0,0.019909304
39.0,39.0,0.025505275
40.0,40.0,0.093521655
41.0,41.0,0.028738713
42.0,42.0,0.10443466
43.0,43.0,0.117953554
44.0,44.0,0.029717345
45.0,45.0,0.072721936
46.0,46.0,0.075768985
47.0,47.0,0.074698105
48.0,48.0,0.061742168
49.0,49.0,0.090330586
50.0,50.0,0.093419366
51.0,51.0,0.1726087
52.0,52.0,0.14612114
53.0,53.0,0.17404392
54.0,54.0,0.020422865
55.0,55.0,0.2723743
56.0,56.0,0.36306405
57.0,57.0,0.01552706
58.0,58.0,0.25525188
59.0,59.0,0.36306405
60.0,60.0,0.19179578
61.0,61.0,0.058233064
62.0,62.0,0.32243493
63.0,63.0,0.021172117
64.0,64.0,0.04736117
65.0,65.0,0.41586
66.0,66.0,0.23255686
67.0,67.0,0.060240526
68.0,68.0,0.026329191
69.0,69.0,0.032836493
70.0,70.0,0.031229824
71.0,71.0,0.08162669
72.0,72.0,0.08725983
73.0,73.0,0.02780563
74.0,74.0,0.030151458
75.0,75.0,0.041606646
76.0,76.0,0.10523736
77.0,77.0,0.07901647
78.0,78.0,0.17158206
79.0,79.0,0.035384234
80.0,80.0,0.0098250015
81.0,81.0,0.41584405
82.0,82.0,0.3603546
83.0,83.0,0.5261745
84.0,84.0,0.027046345
85.0,85.0,0.057575166
86.0,86.0,0.110908404
87.0,87.0,0.3522122
88.0,88.0,0.24997519
89.0,89.0,0.023965236
90.0,90.0,0.22721674
