X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.015104332964045926,78.85393385,0.604192668860052
2.0,2.0,train,0.00883277664891385,41.42771451669292,0.47164379632499936
3.0,3.0,train,0.013103383303751373,66.06911137782656,0.5697556766508158
4.0,4.0,train,0.012738228152443187,64.75893396502244,0.5628142515245587
5.0,5.0,train,0.013925599337274643,71.5099432276932,0.5846065106085049
6.0,6.0,train,0.014971570000079296,75.83336362212977,0.6020794366436162
7.0,7.0,train,0.009201296178764834,44.137374285820435,0.4818400637316614
8.0,8.0,train,0.015100748776097728,77.36396528790503,0.6041359129907574
9.0,9.0,train,0.015104332964045926,78.85393385,0.604192668860052
10.0,10.0,train,0.015104332964045926,78.85393385,0.604192668860052
11.0,11.0,train,0.015104332964045926,78.85393385,0.604192668860052
12.0,12.0,train,0.015104332964045926,78.85393385,0.604192668860052
13.0,13.0,train,0.015104332964045926,78.85393385,0.604192668860052
14.0,14.0,train,0.010198513358318805,51.039144685749534,0.5075558963705983
15.0,15.0,train,0.015104332964045926,78.85393385,0.604192668860052
16.0,16.0,train,0.014247754915437427,74.3359922759149,0.5901494600739574
17.0,17.0,train,0.015104332964045926,78.85393385,0.604192668860052
18.0,18.0,train,0.015104332964045926,78.85393385,0.604192668860052
