x,y,species logistic values
1.0,1.0,0.14156908
2.0,2.0,0.5680603
3.0,3.0,0.022023235
4.0,4.0,0.037735213
5.0,5.0,0.14932339
6.0,6.0,0.03055174
7.0,7.0,0.029248055
8.0,8.0,0.44040796
9.0,9.0,0.12452434
10.0,10.0,0.14801821
11.0,11.0,0.104257
12.0,12.0,0.45549712
13.0,13.0,0.14887299
14.0,14.0,0.07515775
15.0,15.0,0.5044165
16.0,16.0,0.5264935
17.0,17.0,0.27066687
18.0,18.0,0.10338892
19.0,19.0,0.5376538
20.0,20.0,0.025132352
21.0,21.0,0.21653086
22.0,22.0,0.026305236
23.0,23.0,0.16377524
24.0,24.0,0.0878136
25.0,25.0,0.30013144
26.0,26.0,0.01719932
27.0,27.0,0.041604113
28.0,28.0,0.09659501
29.0,29.0,0.044749696
30.0,30.0,0.3161084
31.0,31.0,0.13098593
32.0,32.0,0.04035382
33.0,33.0,0.087727144
34.0,34.0,0.106114365
35.0,35.0,0.16155438
36.0,36.0,0.19457774
37.0,37.0,0.0380592
38.0,38.0,0.3329208
39.0,39.0,0.0280027
40.0,40.0,0.32171577
41.0,41.0,0.5053999
42.0,42.0,0.22049673
43.0,43.0,0.41600353
44.0,44.0,0.025181605
45.0,45.0,0.05631566
46.0,46.0,0.5716464
47.0,47.0,0.28155908
48.0,48.0,0.04643499
49.0,49.0,0.04176023
50.0,50.0,0.046428427
51.0,51.0,0.07482035
52.0,52.0,0.034122437
53.0,53.0,0.07193676
54.0,54.0,0.07059942
55.0,55.0,0.060640756
56.0,56.0,0.11740177
57.0,57.0,0.06709158
58.0,58.0,0.19102006
59.0,59.0,0.052320052
60.0,60.0,0.017757013
61.0,61.0,0.5370579
62.0,62.0,0.039863944
63.0,63.0,0.07581877
64.0,64.0,0.35713342
65.0,65.0,0.23488432
66.0,66.0,0.03907428
67.0,67.0,0.21063596
