X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.012524327203842833,78.708643753,0.5683207796683097
2.0,2.0,train,0.008995602837526531,43.37665110868808,0.48602019467204394
3.0,3.0,train,0.011497014437765506,67.89472959826175,0.5472133460207139
4.0,4.0,train,0.0112966409734919,66.74486083228145,0.5428535399470502
5.0,5.0,train,0.011940626089276396,72.6024928401641,0.5565758895951946
6.0,6.0,train,0.011282950601454666,65.6143584640793,0.5425525931204268
7.0,7.0,train,0.012490903709624393,77.45635013644223,0.5676650704248842
8.0,8.0,train,0.00922727366584507,46.11292318207383,0.492374077264972
9.0,9.0,train,0.012524327203842833,78.708643753,0.5683207796683097
10.0,10.0,train,0.012524327203842833,78.708643753,0.5683207796683097
11.0,11.0,train,0.012524327203842833,78.708643753,0.5683207796683097
12.0,12.0,train,0.012524327203842833,78.708643753,0.5683207796683097
13.0,13.0,train,0.009837236396954472,51.91552189577528,0.5083754999244412
14.0,14.0,train,0.012524327203842833,78.708643753,0.5683207796683097
15.0,15.0,train,0.012524327203842833,78.708643753,0.5683207796683097
16.0,16.0,train,0.012111724865798408,76.20720257030527,0.56008432617148
17.0,17.0,train,0.012524327203842833,78.708643753,0.5683207796683097
18.0,18.0,train,0.012524327203842833,78.708643753,0.5683207796683097
