X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.060259059550035576,41.8857711848164,0.547402874694147
2.0,2.0,train,0.06851843160722555,62.34948962030972,0.5789909514361217
3.0,3.0,train,0.07065681999227687,69.41513804635791,0.5864634332686913
4.0,4.0,train,0.07705881347804022,92.04323692387463,0.6073290329466089
5.0,5.0,train,0.050940771932412844,19.51093899709022,0.5055481129317777
6.0,6.0,train,0.07956805813868324,99.99986726084224,0.6149440103196064
7.0,7.0,train,0.06759972431375011,48.6459972409611,0.5756969966529533
8.0,8.0,train,0.05091420861587683,14.423886931806944,0.5054177308797027
9.0,9.0,train,0.055070037954500425,30.172337527491088,0.5250129857738545
10.0,10.0,train,0.05687719228934777,35.85991303661123,0.5330577457155392
11.0,11.0,train,0.06851726333795224,55.49726826820435,0.5789867951729875
12.0,12.0,train,0.07270805410876004,76.68570993411382,0.5933862705026778
13.0,13.0,train,0.05148900151940845,24.665216615606568,0.508223748705455
14.0,14.0,train,0.07651440243814121,84.33734734943815,0.6056369374123275
