x,y,species logistic values
1.0,1.0,0.02161934
2.0,2.0,0.22935392
3.0,3.0,2.5828896E-5
4.0,4.0,1.801023E-4
5.0,5.0,0.02654016
6.0,6.0,0.012483367
7.0,7.0,8.203107E-5
8.0,8.0,0.0018053133
9.0,9.0,0.11131917
10.0,10.0,0.016867915
11.0,11.0,0.03083394
12.0,12.0,0.005002976
13.0,13.0,0.007435154
14.0,14.0,0.04742875
15.0,15.0,0.028031047
16.0,16.0,0.023839474
17.0,17.0,0.016743287
18.0,18.0,0.41310745
19.0,19.0,0.09579363
20.0,20.0,0.026297985
21.0,21.0,0.023346873
22.0,22.0,0.016499808
23.0,23.0,0.068260424
24.0,24.0,8.4485667E-4
25.0,25.0,0.031623926
26.0,26.0,4.914463E-5
27.0,27.0,2.3012808E-4
28.0,28.0,0.00528413
29.0,29.0,0.033318553
30.0,30.0,6.819158E-4
31.0,31.0,0.20279919
32.0,32.0,0.032867804
33.0,33.0,0.0042511593
34.0,34.0,2.407016E-4
35.0,35.0,7.9958E-4
36.0,36.0,0.01800214
37.0,37.0,2.2678655E-4
38.0,38.0,0.020427277
39.0,39.0,2.5224805E-4
40.0,40.0,0.0044196765
41.0,41.0,3.3641676E-4
42.0,42.0,0.006346482
43.0,43.0,0.018680073
44.0,44.0,0.006772498
45.0,45.0,0.020916175
46.0,46.0,1.9330699E-4
47.0,47.0,0.014306711
48.0,48.0,0.008857022
49.0,49.0,0.009983736
50.0,50.0,0.0028791202
51.0,51.0,0.0068606683
52.0,52.0,0.027420297
53.0,53.0,0.026159247
54.0,54.0,6.524677E-5
55.0,55.0,0.020118494
56.0,56.0,0.086075306
57.0,57.0,5.974327E-5
58.0,58.0,0.11035601
59.0,59.0,0.014948964
60.0,60.0,0.0013295661
61.0,61.0,0.04179727
62.0,62.0,4.2561114E-5
63.0,63.0,6.810643E-4
64.0,64.0,0.050439794
65.0,65.0,0.26368752
66.0,66.0,0.017266035
67.0,67.0,0.0015631011
68.0,68.0,2.609802E-4
69.0,69.0,0.026961284
70.0,70.0,2.4492186E-4
71.0,71.0,2.4663922E-4
72.0,72.0,0.0032691068
73.0,73.0,0.003150002
74.0,74.0,0.0041372706
75.0,75.0,1.4140729E-4
76.0,76.0,0.0016736492
77.0,77.0,0.0010248602
78.0,78.0,0.0058000055
79.0,79.0,0.0014839736
80.0,80.0,0.0255748
81.0,81.0,5.7668204E-4
82.0,82.0,1.1747671E-5
83.0,83.0,0.3148781
84.0,84.0,0.047425337
85.0,85.0,2.1693838E-4
86.0,86.0,0.0060324944
87.0,87.0,0.14508885
88.0,88.0,0.1840548
89.0,89.0,2.0245407E-4
90.0,90.0,0.03139325
