x,y,species logistic values
1.0,1.0,0.4702601
2.0,2.0,0.23100123
3.0,3.0,0.35186026
4.0,4.0,0.1853509
5.0,5.0,0.42733976
6.0,6.0,0.21865049
7.0,7.0,0.15052813
8.0,8.0,0.207069
9.0,9.0,0.16616873
10.0,10.0,0.13292032
11.0,11.0,0.23566747
12.0,12.0,0.38963586
13.0,13.0,0.74825877
14.0,14.0,0.2190377
15.0,15.0,0.20638767
16.0,16.0,0.12406765
17.0,17.0,0.58159184
18.0,18.0,0.49989864
19.0,19.0,0.11380785
20.0,20.0,0.7144563
21.0,21.0,0.15333855
22.0,22.0,0.26450965
23.0,23.0,0.16502355
24.0,24.0,0.228796
25.0,25.0,0.3001768
26.0,26.0,0.33076814
27.0,27.0,0.14380655
28.0,28.0,0.17132138
29.0,29.0,0.6210996
30.0,30.0,0.09447378
31.0,31.0,0.76273793
32.0,32.0,0.7934076
33.0,33.0,0.32777062
34.0,34.0,0.4598141
35.0,35.0,0.16885217
36.0,36.0,0.37492466
37.0,37.0,0.33492544
38.0,38.0,0.21910262
39.0,39.0,0.25363433
40.0,40.0,0.13949932
41.0,41.0,0.16097236
42.0,42.0,0.1499377
43.0,43.0,0.2529491
44.0,44.0,0.6156786
45.0,45.0,0.21941662
46.0,46.0,0.40959045
47.0,47.0,0.40207934
48.0,48.0,0.6027343
49.0,49.0,0.11388016
50.0,50.0,0.45295927
51.0,51.0,0.53652006
52.0,52.0,0.13831949
53.0,53.0,0.31141126
54.0,54.0,0.5596772
55.0,55.0,0.56978136
56.0,56.0,0.54375064
57.0,57.0,0.2700889
58.0,58.0,0.11839426
59.0,59.0,0.2446497
60.0,60.0,0.56603515
61.0,61.0,0.15429479
62.0,62.0,0.14784355
63.0,63.0,0.27515182
64.0,64.0,0.36453888
65.0,65.0,0.24146262
66.0,66.0,0.3586658
67.0,67.0,0.52742857
68.0,68.0,0.4439963
69.0,69.0,0.18385354
70.0,70.0,0.6065901
71.0,71.0,0.20135723
72.0,72.0,0.13660882
73.0,73.0,0.4200008
74.0,74.0,0.43060473
75.0,75.0,0.38063553
76.0,76.0,0.2389807
77.0,77.0,0.139466
78.0,78.0,0.59444934
79.0,79.0,0.45376706
80.0,80.0,0.17063096
81.0,81.0,0.13430248
82.0,82.0,0.10638428
83.0,83.0,0.12121411
84.0,84.0,0.26250997
85.0,85.0,0.2895533
86.0,86.0,0.13585266
87.0,87.0,0.1363907
88.0,88.0,0.4320563
89.0,89.0,0.14806166
90.0,90.0,0.23922788
