X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.033382398564476376,19.61659962774378,0.5194503024699078
2.0,2.0,train,0.033382398564476376,19.61659962774378,0.5194503024699078
3.0,3.0,train,0.034149159874214775,26.369577785270884,0.525116268260667
4.0,4.0,train,0.034149159874214775,26.369577785270884,0.525116268260667
5.0,5.0,train,0.04199937442856644,79.86857140472029,0.5762667281074192
6.0,6.0,train,0.04086486959683201,67.4957516554098,0.5695664443703384
7.0,7.0,train,0.04086486959683201,67.4957516554098,0.5695664443703384
8.0,8.0,train,0.04086486959683201,67.4957516554098,0.5695664443703384
9.0,9.0,train,0.03434335925088203,33.21828776695893,0.5265301581934755
10.0,10.0,train,0.04370128981208118,84.23895310852095,0.58593583440155
11.0,11.0,train,0.03546992627124212,36.76604765254318,0.5345689879101112
12.0,12.0,train,0.03775465564404637,44.299227815416536,0.550061829410218
13.0,13.0,train,0.03775465564404637,44.299227815416536,0.550061829410218
14.0,14.0,train,0.0680161839792381,99.99999515643616,0.6877362867050177
15.0,15.0,train,0.02864828478631966,13.413528676555789,0.48123514030303316
16.0,16.0,train,0.02864828478631966,13.413528676555789,0.48123514030303316
17.0,17.0,train,0.045518894793241706,93.1983651865766,0.5957865120935084
18.0,18.0,train,0.04407512853697543,88.64658209194184,0.5880009118579164
19.0,19.0,train,0.03833439101276611,51.909075231236166,0.5538303493503517
20.0,20.0,train,0.03833439101276611,51.909075231236166,0.5538303493503517
21.0,21.0,train,0.03833439101276611,51.909075231236166,0.5538303493503517
22.0,22.0,train,0.03833439101276611,51.909075231236166,0.5538303493503517
23.0,23.0,train,0.037587634085722195,40.52553456647262,0.5489642790285248
