X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.012848583366308243,13.286977614353049,0.3252796837550769
2.0,2.0,train,0.026113439580455953,51.98195182110213,0.49490109321761777
3.0,3.0,train,0.10460525986261524,100.0,0.7969512469846405
4.0,4.0,train,0.014155172210667222,14.702483206168754,0.34688353944803374
5.0,5.0,train,0.0648431540988439,81.67725959350629,0.7087095491393569
6.0,6.0,train,0.07862193882701059,89.5394896453509,0.7468352856596112
7.0,7.0,train,0.01654356469129103,26.7527888858443,0.3829964028992332
8.0,8.0,train,0.05035080768114718,75.19296815776555,0.653886768160213
9.0,9.0,train,0.027765237117521543,54.75858777348691,0.510233153947514
10.0,10.0,train,0.036815157271759096,70.15785740547732,0.580070595604183
