x,y,species logistic values
1.0,1.0,0.4986655
2.0,2.0,0.4986655
3.0,3.0,0.5372592
4.0,4.0,0.27562255
5.0,5.0,0.27562255
6.0,6.0,0.48211068
7.0,7.0,0.5848372
8.0,8.0,0.5848372
9.0,9.0,0.49713358
10.0,10.0,0.51362723
11.0,11.0,0.51362723
12.0,12.0,0.51362723
13.0,13.0,0.44929883
14.0,14.0,0.44929883
15.0,15.0,0.42253202
16.0,16.0,0.4199506
17.0,17.0,0.345749
18.0,18.0,0.345749
19.0,19.0,0.5625618
20.0,20.0,0.5493198
21.0,21.0,0.48014334
22.0,22.0,0.48014334
23.0,23.0,0.48014334
24.0,24.0,0.48014334
25.0,25.0,0.55403227
26.0,26.0,0.4242761
27.0,27.0,0.4242761
28.0,28.0,0.4242761
29.0,29.0,0.5180476
30.0,30.0,0.18775812
31.0,31.0,0.23200119
32.0,32.0,0.4932503
33.0,33.0,0.24666445
34.0,34.0,0.5825599
35.0,35.0,0.5825599
36.0,36.0,0.4493629
37.0,37.0,0.5784879
38.0,38.0,0.5784879
39.0,39.0,0.5784879
40.0,40.0,0.12881348
41.0,41.0,0.40720055
42.0,42.0,0.40720055
43.0,43.0,0.40720055
44.0,44.0,0.40720055
45.0,45.0,0.28198385
46.0,46.0,0.503812
47.0,47.0,0.24302776
48.0,48.0,0.24302776
49.0,49.0,0.41493118
50.0,50.0,0.31425303
51.0,51.0,0.31425303
52.0,52.0,0.45693788
53.0,53.0,0.45693788
54.0,54.0,0.5440574
55.0,55.0,0.5440574
56.0,56.0,0.5440574
57.0,57.0,0.54828644
58.0,58.0,0.54828644
59.0,59.0,0.54828644
60.0,60.0,0.22454152
61.0,61.0,0.22454152
62.0,62.0,0.22454152
63.0,63.0,0.58178335
64.0,64.0,0.45868373
65.0,65.0,0.40726516
66.0,66.0,0.55922836
67.0,67.0,0.38174593
68.0,68.0,0.5847387
69.0,69.0,0.30673334
70.0,70.0,0.30673334
71.0,71.0,0.581093
72.0,72.0,0.581093
73.0,73.0,0.57562095
74.0,74.0,0.57562095
75.0,75.0,0.57562095
76.0,76.0,0.2837033
77.0,77.0,0.31338146
78.0,78.0,0.31338146
79.0,79.0,0.55013406
80.0,80.0,0.55013406
81.0,81.0,0.26688027
82.0,82.0,0.24454804
83.0,83.0,0.36151055
84.0,84.0,0.29579908
85.0,85.0,0.29579908
86.0,86.0,0.29579908
87.0,87.0,0.17033665
88.0,88.0,0.17033665
89.0,89.0,0.37807983
90.0,90.0,0.43773952
91.0,91.0,0.35550946
92.0,92.0,0.35550946
93.0,93.0,0.1531452
94.0,94.0,0.5609043
95.0,95.0,0.5609043
96.0,96.0,0.5609043
97.0,97.0,0.29485247
98.0,98.0,0.46615484
99.0,99.0,0.57328135
100.0,100.0,0.29986602
