x,y,species logistic values
1.0,1.0,0.33040807
2.0,2.0,0.17477223
3.0,3.0,0.4096946
4.0,4.0,0.20652804
5.0,5.0,0.4046252
6.0,6.0,0.19005202
7.0,7.0,0.7597944
8.0,8.0,0.06977998
9.0,9.0,0.29062268
10.0,10.0,0.3138068
11.0,11.0,0.07567492
12.0,12.0,0.07361555
13.0,13.0,0.57145524
14.0,14.0,0.7372012
15.0,15.0,0.32110217
16.0,16.0,0.47864318
17.0,17.0,0.5140425
18.0,18.0,0.3730265
19.0,19.0,0.360038
20.0,20.0,0.18449402
21.0,21.0,0.104065746
22.0,22.0,0.123132855
23.0,23.0,0.09321371
24.0,24.0,0.13759752
25.0,25.0,0.07454451
26.0,26.0,0.12400423
27.0,27.0,0.3932963
28.0,28.0,0.42379087
29.0,29.0,0.0421318
30.0,30.0,0.4113295
31.0,31.0,0.5604301
32.0,32.0,0.098999225
33.0,33.0,0.08947223
34.0,34.0,0.23880965
35.0,35.0,0.51675195
36.0,36.0,0.10146972
37.0,37.0,0.084358595
38.0,38.0,0.37426233
39.0,39.0,0.19130056
40.0,40.0,0.5064139
41.0,41.0,0.48860195
42.0,42.0,0.096222624
43.0,43.0,0.063928895
44.0,44.0,0.42362145
45.0,45.0,0.05796812
46.0,46.0,0.13197654
47.0,47.0,0.05811337
48.0,48.0,0.3038332
49.0,49.0,0.052146617
50.0,50.0,0.09204573
