x,y,species logistic values
1.0,1.0,0.0705463
2.0,2.0,0.22221498
3.0,3.0,0.02002288
4.0,4.0,0.29887512
5.0,5.0,0.043255273
6.0,6.0,0.06504538
7.0,7.0,0.018043727
8.0,8.0,0.008729417
9.0,9.0,0.059357546
10.0,10.0,0.2595108
11.0,11.0,0.2916359
12.0,12.0,0.23901355
13.0,13.0,0.035572268
14.0,14.0,0.0023358704
15.0,15.0,0.41439006
16.0,16.0,0.33525443
17.0,17.0,0.0067381947
18.0,18.0,0.017862547
19.0,19.0,0.092422895
20.0,20.0,0.06251323
21.0,21.0,0.23799545
22.0,22.0,0.14028645
23.0,23.0,0.021620603
24.0,24.0,0.07446026
25.0,25.0,0.36004964
26.0,26.0,0.0015470224
27.0,27.0,0.114531636
28.0,28.0,0.15782161
29.0,29.0,0.17928952
30.0,30.0,0.3198984
31.0,31.0,0.037408587
32.0,32.0,0.43354946
33.0,33.0,0.24216197
34.0,34.0,0.50942934
35.0,35.0,0.18931566
36.0,36.0,0.059082363
37.0,37.0,0.36178538
38.0,38.0,0.027249401
39.0,39.0,0.3766304
40.0,40.0,0.016351594
41.0,41.0,0.018394096
42.0,42.0,0.28228936
43.0,43.0,0.2621533
44.0,44.0,0.08340221
45.0,45.0,0.28070697
46.0,46.0,0.2730514
47.0,47.0,0.39698693
48.0,48.0,0.008272739
49.0,49.0,0.4253492
50.0,50.0,0.023153981
51.0,51.0,0.15614279
52.0,52.0,0.33032113
53.0,53.0,0.42368957
54.0,54.0,0.3349439
55.0,55.0,0.4631177
56.0,56.0,0.10416738
57.0,57.0,0.47846216
58.0,58.0,0.0046928013
59.0,59.0,0.0689354
60.0,60.0,0.39697167
61.0,61.0,0.014727201
62.0,62.0,0.01331227
63.0,63.0,0.107946835
64.0,64.0,0.018885048
65.0,65.0,0.22913863
66.0,66.0,0.10393527
67.0,67.0,0.6064213
68.0,68.0,0.33324865
69.0,69.0,0.6268047
70.0,70.0,0.13116428
71.0,71.0,0.14292221
72.0,72.0,0.020085216
73.0,73.0,0.29052797
74.0,74.0,0.29966468
75.0,75.0,0.61550486
76.0,76.0,0.011234694
77.0,77.0,0.080892324
78.0,78.0,0.008116605
79.0,79.0,0.3695481
80.0,80.0,0.34350052
81.0,81.0,0.09009114
82.0,82.0,0.0034815408
83.0,83.0,0.0018006201
84.0,84.0,0.009562757
85.0,85.0,0.100277156
86.0,86.0,0.12551054
87.0,87.0,0.023461064
88.0,88.0,0.0107906
89.0,89.0,0.025302963
90.0,90.0,0.3514646
