X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.04700279953628464,49.0907491235603,0.5634654712078982
2.0,2.0,train,0.038172915771060176,32.18806582555455,0.5117872327860941
3.0,3.0,train,0.055121760072144574,75.01404545748173,0.6021846021979604
4.0,4.0,train,0.047343496226070966,53.8250468896769,0.5652411317564545
5.0,5.0,train,0.05632838555698102,80.6469784068432,0.6073603513090213
6.0,6.0,train,0.03522988556176294,28.370662146658947,0.49173229354119663
7.0,7.0,train,0.039940224357788746,40.06252563562998,0.523087410872688
8.0,8.0,train,0.056348755410752835,86.26960495838097,0.6074465708726443
9.0,9.0,train,0.04964568090330489,58.789626241023896,0.5768713019830272
10.0,10.0,train,0.043279756867111656,44.39041385766126,0.5430720878022878
11.0,11.0,train,0.07640878478952516,99.99999256744411,0.6772427076197345
12.0,12.0,train,0.030395399601562456,15.449127975449656,0.4549531478392111
13.0,13.0,train,0.038805026273420265,36.068564071891835,0.5158899465778011
14.0,14.0,train,0.053361972779956565,64.12582561501716,0.5943866789399367
15.0,15.0,train,0.03190148504068514,24.847559857574723,0.4669691709480194
16.0,16.0,train,0.06077200147913214,92.35912224377378,0.6253128319822553
17.0,17.0,train,0.031531561295195965,21.657415707846713,0.4640671543408296
18.0,18.0,train,0.05376166569071026,69.50156979175077,0.5961845006485926
