x,y,species logistic values
1.0,1.0,0.45993558
2.0,2.0,0.5968376
3.0,3.0,0.36098364
4.0,4.0,0.38762018
5.0,5.0,0.46288404
6.0,6.0,0.45280576
7.0,7.0,0.38160452
8.0,8.0,0.37200046
9.0,9.0,0.53452003
10.0,10.0,0.45924842
11.0,11.0,0.4670028
12.0,12.0,0.44018576
13.0,13.0,0.43093032
14.0,14.0,0.54925084
15.0,15.0,0.47010815
16.0,16.0,0.43007505
17.0,17.0,0.44892132
18.0,18.0,0.4073608
19.0,19.0,0.49832672
20.0,20.0,0.5891976
21.0,21.0,0.62354547
22.0,22.0,0.4913033
23.0,23.0,0.5763473
24.0,24.0,0.40976438
25.0,25.0,0.509773
26.0,26.0,0.43151146
27.0,27.0,0.6071258
28.0,28.0,0.36248207
29.0,29.0,0.49022314
30.0,30.0,0.36923537
31.0,31.0,0.37539113
32.0,32.0,0.38792694
33.0,33.0,0.45753315
34.0,34.0,0.37953228
35.0,35.0,0.5525128
36.0,36.0,0.44020888
37.0,37.0,0.43886232
38.0,38.0,0.37962234
39.0,39.0,0.39528888
40.0,40.0,0.5169076
41.0,41.0,0.34327617
42.0,42.0,0.5236582
43.0,43.0,0.3968759
44.0,44.0,0.42593178
45.0,45.0,0.40169957
46.0,46.0,0.3893904
47.0,47.0,0.52134776
48.0,48.0,0.42168397
49.0,49.0,0.46229059
50.0,50.0,0.37850925
51.0,51.0,0.42842838
52.0,52.0,0.39598384
53.0,53.0,0.39840218
54.0,54.0,0.43355423
55.0,55.0,0.4460751
56.0,56.0,0.44297892
57.0,57.0,0.4842505
58.0,58.0,0.4546344
59.0,59.0,0.4871194
60.0,60.0,0.37326476
61.0,61.0,0.5233302
62.0,62.0,0.631457
63.0,63.0,0.37718225
64.0,64.0,0.52118313
65.0,65.0,0.6480337
66.0,66.0,0.49544317
67.0,67.0,0.41800198
68.0,68.0,0.5440737
69.0,69.0,0.3660459
70.0,70.0,0.39629287
71.0,71.0,0.5559722
72.0,72.0,0.5973886
73.0,73.0,0.5125665
74.0,74.0,0.38986892
75.0,75.0,0.39815727
76.0,76.0,0.4884258
77.0,77.0,0.38518578
78.0,78.0,0.36901498
79.0,79.0,0.41316536
80.0,80.0,0.3789372
81.0,81.0,0.4119534
82.0,82.0,0.393238
83.0,83.0,0.35712552
84.0,84.0,0.42410365
85.0,85.0,0.41689143
86.0,86.0,0.43609548
87.0,87.0,0.41692874
88.0,88.0,0.48591372
89.0,89.0,0.41019407
90.0,90.0,0.35161108
91.0,91.0,0.49686763
92.0,92.0,0.55526555
93.0,93.0,0.62844545
94.0,94.0,0.39297405
95.0,95.0,0.43056527
96.0,96.0,0.44645727
97.0,97.0,0.50949734
98.0,98.0,0.48098692
99.0,99.0,0.39437285
100.0,100.0,0.48824129
