X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.011810406918735085,76.47006920151541,0.5722698932551906
2.0,2.0,train,0.0077047993410192285,39.918217201545225,0.4660474951743666
3.0,3.0,train,0.010486636063077703,64.13654169479211,0.5429535936592068
4.0,4.0,train,0.010257527307320175,63.08720331029452,0.5374668960724662
5.0,5.0,train,0.01099749723626097,68.45443814915019,0.5547310584724493
6.0,6.0,train,0.010241911403920249,62.06207543130382,0.537088127033523
7.0,7.0,train,0.011637975319849805,72.94520997791162,0.5686660446314236
8.0,8.0,train,0.007954920760594097,42.270309177220255,0.4740054410673922
9.0,9.0,train,0.01171638504661492,74.11668996710044,0.5703123208574905
10.0,10.0,train,0.012498915653591427,80.12771096336309,0.5860789189400362
11.0,11.0,train,0.012067662957703625,78.8769354620904,0.5775360199344253
12.0,12.0,train,0.011720732366755561,75.2894128319229,0.5704032287835429
13.0,13.0,train,0.013875762917727769,90.7419503197804,0.611181395275534
14.0,14.0,train,0.01378789191002841,89.35488326398713,0.6096706541024538
15.0,15.0,train,0.008621111359781941,49.83852479169545,0.49408808448792807
16.0,16.0,train,0.01713058911922731,99.99997876335351,0.6599346330166473
17.0,17.0,train,0.013049829891872495,83.99757474206525,0.5965023048697113
18.0,18.0,train,0.011195848014841428,71.7816037671505,0.5591418989931239
19.0,19.0,train,0.014514320141839886,92.1942426876677,0.6218182599249902
20.0,20.0,train,0.012967753350595499,82.69024839880082,0.5949828081016286
