x,y,species logistic values
1.0,1.0,0.12225564
2.0,2.0,0.3604957
3.0,3.0,0.1508882
4.0,4.0,0.08046791
5.0,5.0,0.16610017
6.0,6.0,0.15123007
7.0,7.0,0.14016567
8.0,8.0,0.5396433
9.0,9.0,0.1055549
10.0,10.0,0.15991178
11.0,11.0,0.25766593
12.0,12.0,0.11066376
13.0,13.0,0.5873451
14.0,14.0,0.75873274
15.0,15.0,0.7949559
16.0,16.0,0.3035797
17.0,17.0,0.18256748
18.0,18.0,0.4536155
19.0,19.0,0.10230022
20.0,20.0,0.0935632
21.0,21.0,0.18193193
22.0,22.0,0.58077675
23.0,23.0,0.15156482
24.0,24.0,0.48589155
25.0,25.0,0.08457181
26.0,26.0,0.51340014
27.0,27.0,0.20002805
28.0,28.0,0.12179265
29.0,29.0,0.19800234
30.0,30.0,0.06966969
31.0,31.0,0.17428146
32.0,32.0,0.52099454
33.0,33.0,0.09699044
34.0,34.0,0.09192658
35.0,35.0,0.090509996
36.0,36.0,0.47516337
37.0,37.0,0.43318504
38.0,38.0,0.121004775
39.0,39.0,0.56977886
40.0,40.0,0.13582654
41.0,41.0,0.3096591
42.0,42.0,0.08544943
43.0,43.0,0.39007935
44.0,44.0,0.081513904
45.0,45.0,0.061019886
46.0,46.0,0.19085182
47.0,47.0,0.21668182
48.0,48.0,0.08310023
49.0,49.0,0.092096716
50.0,50.0,0.16933075
