x,y,species logistic values
1.0,1.0,0.47648454
2.0,2.0,0.5848854
3.0,3.0,0.37723356
4.0,4.0,0.40408894
5.0,5.0,0.47942093
6.0,6.0,0.46937898
7.0,7.0,0.39803302
8.0,8.0,0.38835368
9.0,9.0,0.55041647
10.0,10.0,0.45678505
11.0,11.0,0.44753483
12.0,12.0,0.5649356
13.0,13.0,0.48661065
14.0,14.0,0.44667947
15.0,15.0,0.46550488
16.0,16.0,0.42392462
17.0,17.0,0.514629
18.0,18.0,0.5848854
19.0,19.0,0.5848854
20.0,20.0,0.5076651
21.0,21.0,0.5848854
22.0,22.0,0.42633593
23.0,23.0,0.5259648
24.0,24.0,0.44811603
25.0,25.0,0.5848854
26.0,26.0,0.3787471
27.0,27.0,0.5065935
28.0,28.0,0.3855644
29.0,29.0,0.39177248
30.0,30.0,0.4043976
31.0,31.0,0.47409105
32.0,32.0,0.39594573
33.0,33.0,0.45680815
34.0,34.0,0.4554631
35.0,35.0,0.39603645
36.0,36.0,0.41180125
37.0,37.0,0.53302205
38.0,38.0,0.35932153
39.0,39.0,0.4133962
40.0,40.0,0.44253418
41.0,41.0,0.41824186
42.0,42.0,0.43828183
43.0,43.0,0.47883
44.0,44.0,0.394915
45.0,45.0,0.4450323
46.0,46.0,0.41249976
47.0,47.0,0.41492984
48.0,48.0,0.45015848
49.0,49.0,0.46266493
50.0,50.0,0.4595743
51.0,51.0,0.50066566
52.0,52.0,0.47120208
53.0,53.0,0.50351363
54.0,54.0,0.3896287
55.0,55.0,0.53936964
56.0,56.0,0.5848854
57.0,57.0,0.39357778
58.0,58.0,0.5372482
59.0,59.0,0.5848854
60.0,60.0,0.51177067
61.0,61.0,0.43459386
62.0,62.0,0.5598359
63.0,63.0,0.38234556
64.0,64.0,0.41281033
65.0,65.0,0.5715517
66.0,66.0,0.5287288
67.0,67.0,0.40635136
68.0,68.0,0.41468376
69.0,69.0,0.4016389
70.0,70.0,0.38534203
71.0,71.0,0.42974648
72.0,72.0,0.4285313
73.0,73.0,0.40973955
74.0,74.0,0.37333494
75.0,75.0,0.43348113
76.0,76.0,0.45269856
77.0,77.0,0.43351853
78.0,78.0,0.5023169
79.0,79.0,0.42676693
80.0,80.0,0.3677587
81.0,81.0,0.5131828
82.0,82.0,0.57085633
83.0,83.0,0.5848854
84.0,84.0,0.40947416
85.0,85.0,0.44716975
86.0,86.0,0.4630463
87.0,87.0,0.52569205
88.0,88.0,0.49742457
89.0,89.0,0.41088048
90.0,90.0,0.50462705
