Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.08455E-3,0.608454914,0.390761609,1,0,0
6.25701E-3,1.234156203,0.397435587,0.990740741,0,0
6.37273E-3,1.87142908,0.401832175,0.981481481,0,0
6.45448E-3,2.516876591,0.404899627,0.972222222,0,0
6.4864E-3,3.165516723,0.406089102,0.962962963,0,0
6.62678E-3,3.828194877,0.411263317,0.953703704,0,0
6.63155E-3,4.491349989,0.411437534,0.944444444,0,0
6.69159E-3,5.160508763,0.413621686,0.935185185,0,0
6.80507E-3,5.841015569,0.417706167,0.925925926,0,0
6.83434E-3,6.524449264,0.418750424,0.916666667,0,0
6.84379E-3,7.20882866,0.419087032,0.907407407,0,0
6.85696E-3,7.894524559,0.419554972,0.898148148,0,0
6.85895E-3,8.580419845,0.419625777,0.888888889,0,0
6.90294E-3,9.270713731,0.42118339,0.87962963,0,0
6.9829E-3,9.969004019,0.423993732,0.87037037,0,0
7.03763E-3,10.67276667,0.425901321,0.861111111,0,0
7.04454E-3,11.37722103,0.426141542,0.851851852,0,0
7.07761E-3,12.084981941,0.427287089,0.842592593,0,0
7.08844E-3,12.793826375,0.42766148,0.833333333,0,0
7.15904E-3,13.509730707,0.430088954,0.824074074,0,0
7.16507E-3,14.226237478,0.430295144,0.814814815,0,0
7.19101E-3,14.945338563,0.431181366,0.805555556,0,0
7.212E-3,15.666538644,0.431896371,0.796296296,0,0
7.22795E-3,16.389334125,0.432438629,0.787037037,0,0
7.23506E-3,17.112839858,0.432679703,0.777777778,0,0
7.24847E-3,17.837686951,0.433134429,0.768518519,0,0
7.27802E-3,18.565488535,0.434133446,0.759259259,0,0
7.28367E-3,19.293855814,0.434324326,0.75,0,0
7.36015E-3,20.029870876,0.436892301,0.740740741,0,0
7.49284E-3,20.779155331,0.441293012,0.731481481,0,0
7.54972E-3,21.5341277,0.443158382,0.722222222,0,0
7.55993E-3,22.290120337,0.443491666,0.712962963,0,0
7.60181E-3,23.050301499,0.44485573,0.703703704,0,0
7.63077E-3,23.813378348,0.445794857,0.694444444,0,0
7.72033E-3,24.585411272,0.448679477,0.685185185,0,0
7.72123E-3,25.357534287,0.448708341,0.675925926,0,0
7.89603E-3,26.147136853,0.454252046,0.666666667,0,0
7.94106E-3,26.941243032,0.455662366,0.657407407,0,0
8.0029E-3,27.741533055,0.457587022,0.648148148,0,0
8.0439E-3,28.54592306,0.458855612,0.638888889,0,0
8.05614E-3,29.351536878,0.459233128,0.62962963,0,0
8.0798E-3,30.159517313,0.459961677,0.62037037,0,0
8.13109E-3,30.972626408,0.461533788,0.611111111,0,0
8.26562E-3,31.799188564,0.465614449,0.601851852,0,0
8.29945E-3,32.629133692,0.466630878,0.592592593,0,0
8.30004E-3,33.459138019,0.46664863,0.583333333,0,0
8.37123E-3,34.296261393,0.46877486,0.574074074,0,0
8.45142E-3,35.141403405,0.471149557,0.564814815,0,0
8.52571E-3,35.99397471,0.473330853,0.555555556,0,0
8.67655E-3,36.861629841,0.477704681,0.546296296,0,0
8.75398E-3,37.73702757,0.479921692,0.537037037,0,0
8.80008E-3,38.617035565,0.481232875,0.527777778,0,0
8.81861E-3,39.4988966,0.481758028,0.518518519,0,0
8.88238E-3,40.387134739,0.483557208,0.509259259,0,0
8.89852E-3,41.276986424,0.484010461,0.5,0,0
8.98498E-3,42.175484095,0.486425671,0.490740741,0,0
9.01124E-3,43.076607696,0.487154741,0.481481481,0.055555556,0
9.09708E-3,43.986315635,0.48952374,0.472222222,0.055555556,0
9.20588E-3,44.906903936,0.492495101,0.462962963,0.055555556,0
9.40384E-3,45.84728746,0.497813269,0.453703704,0.111111111,0
9.49775E-3,46.797062104,0.500297491,0.444444444,0.111111111,0
9.54595E-3,47.751657269,0.501563136,0.435185185,0.111111111,0
9.58104E-3,48.709761578,0.50248045,0.425925926,0.111111111,0
9.61381E-3,49.671142253,0.503333871,0.416666667,0.111111111,0
9.61921E-3,50.633062855,0.503474229,0.407407407,0.111111111,0
9.67195E-3,51.600257986,0.504841221,0.398148148,0.111111111,0
9.70379E-3,52.570636604,0.505662645,0.388888889,0.111111111,0
9.78633E-3,53.549269886,0.507779925,0.37962963,0.111111111,0
9.82675E-3,54.531944865,0.50881,0.37037037,0.166666667,0
9.86941E-3,55.518886221,0.509892671,0.361111111,0.166666667,0
9.9133E-3,56.510216667,0.511001512,0.351851852,0.166666667,0
1.02559E-2,57.535805987,0.519487099,0.342592593,0.166666667,0
1.02645E-2,58.562255754,0.519696434,0.333333333,0.166666667,0
1.03521E-2,59.597467069,0.521817657,0.324074074,0.166666667,0
1.04898E-2,60.646447557,0.525113658,0.314814815,0.166666667,0
1.06273E-2,61.70917655,0.528359686,0.305555556,0.166666667,0
1.06326E-2,62.772438787,0.528484691,0.296296296,0.166666667,0
1.07077E-2,63.84321353,0.53023879,0.287037037,0.166666667,0
1.10686E-2,64.950074223,0.538485801,0.277777778,0.166666667,0
1.11558E-2,66.065658217,0.540436131,0.268518519,0.166666667,0
1.11688E-2,67.182535162,0.540723803,0.259259259,0.222222222,0
1.13579E-2,68.318327836,0.544891615,0.25,0.277777778,0
1.1397E-2,69.458025733,0.545742672,0.240740741,0.333333333,0
1.15794E-2,70.615969562,0.54967716,0.231481481,0.333333333,0
1.16961E-2,71.785578816,0.55215713,0.222222222,0.333333333,0
1.17762E-2,72.963197346,0.553844078,0.212962963,0.333333333,0
1.17956E-2,74.142755012,0.554250598,0.203703704,0.388888889,0
1.18213E-2,75.32488226,0.554788145,0.194444444,0.388888889,0
1.19373E-2,76.518614078,0.557199715,0.185185185,0.388888889,0
1.2357E-2,77.754311393,0.565706776,0.175925926,0.444444444,0
1.23587E-2,78.990182982,0.565741423,0.166666667,0.5,0
