X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.014046906751011935,69.21729115406812,0.5747169568640658
2.0,2.0,train,0.011163739218849167,41.240441072435694,0.5178402944546856
3.0,3.0,train,0.014940308610067236,97.01089896811453,0.5897140406718849
4.0,4.0,train,0.014952037708690644,100.0,0.5899039001036839
5.0,5.0,train,0.01474666872620915,86.60723257070923,0.5865539792096021
6.0,6.0,train,0.01495100337244206,98.50983871708557,0.5898871643224296
7.0,7.0,train,0.014228997260644888,73.46922086255893,0.57786191708458
8.0,8.0,train,0.011859451114400153,46.96836853569033,0.5329137448047715
9.0,9.0,train,0.014148174470589872,72.03851732159563,0.5764717532142213
10.0,10.0,train,0.013182940259291924,59.6780314601774,0.5591329975721949
11.0,11.0,train,0.013747462739738777,66.43009510458057,0.5694419791691869
12.0,12.0,train,0.014143595180660147,70.63148144107352,0.5763927146237133
13.0,13.0,train,0.011210911869388326,42.36094844981232,0.518893027094709
14.0,14.0,train,0.013387707093736894,62.33363889709899,0.5629288957204114
15.0,15.0,train,0.01237709175389914,50.67114261181684,0.5435314713908046
16.0,16.0,train,0.014615832759226318,79.25218840206381,0.5843911311248138
17.0,17.0,train,0.010032334967735191,33.789713711516754,0.49113440461389934
18.0,18.0,train,0.012501768829472132,53.16439234793093,0.5460170769341497
