X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.05732864872180603,73.78321685608037,0.6038588503375658
2.0,2.0,train,0.03828353338989217,30.38381467999107,0.5044472033493617
3.0,3.0,train,0.05357662048476948,62.643499844226845,0.5875586857046766
4.0,4.0,train,0.05204254973060592,57.28578011023479,0.580501166260112
5.0,5.0,train,0.043404044810982555,42.962096746775266,0.5357693051039536
6.0,6.0,train,0.0408277154674837,34.46662204568242,0.5205211079484333
7.0,7.0,train,0.03666126457940855,26.555365096417873,0.49362288407191157
8.0,8.0,train,0.05983925711436451,85.51630585099791,0.6140648841597321
9.0,9.0,train,0.04741115557656704,52.08129335305215,0.5576492268154795
10.0,10.0,train,0.04154646649255451,38.62098562177384,0.52487492021556
11.0,11.0,train,0.0797575380865347,100.0,0.6795622203609195
12.0,12.0,train,0.026686674078139187,13.616724188424056,0.41506484327454934
13.0,13.0,train,0.04378652126349173,47.340263713693865,0.5379507317559532
14.0,14.0,train,0.05750832590436481,79.53255673026841,0.6046071670634543
15.0,15.0,train,0.033617482858305035,22.889246109510736,0.47198329491088425
16.0,16.0,train,0.0540552428860005,68.04886787734172,0.589712248344745
17.0,17.0,train,0.03198000189689752,19.527536909285185,0.45955858325530197
18.0,18.0,train,0.06507830248497257,92.02424754117776,0.6337551575595285
