X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.04419295092690352,34.994561814967845,0.5321626177411581
2.0,2.0,train,0.04160749845396645,22.0516685534282,0.5171291593147069
3.0,3.0,train,0.048896156551586495,44.37316574978973,0.5572384429814758
4.0,4.0,train,0.05271673849904411,54.82413419542138,0.5757122482370242
5.0,5.0,train,0.05396090550031698,65.49212799695668,0.5813999251180909
6.0,6.0,train,0.05174835265435309,49.54796811531866,0.5711771860074653
7.0,7.0,train,0.059811366357880216,93.92735372275597,0.6062219563508217
8.0,8.0,train,0.043374138527347436,30.57573946959365,0.5275038176373406
9.0,9.0,train,0.06072577851986328,99.99985734929732,0.6098380101992514
10.0,10.0,train,0.05503101433944167,70.99530342419499,0.5861713082633055
11.0,11.0,train,0.044887764506677114,39.483373789312125,0.5360444435229329
12.0,12.0,train,0.05682659981170079,82.25921197279588,0.5939376385786268
13.0,13.0,train,0.03583093322514689,17.89094375229606,0.47977969267717185
14.0,14.0,train,0.041864480325446096,26.23779720679196,0.5186665207373079
15.0,15.0,train,0.05276281295670293,60.096067516347844,0.5759256309302488
16.0,16.0,train,0.020334650017609642,11.534475912123515,0.3435732866937865
17.0,17.0,train,0.05687072483082258,87.94633601580611,0.594124821652967
18.0,18.0,train,0.05581351902670452,76.57665977220523,0.5895920458215627
