X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.04749225717340653,48.77541820510801,0.5613234861905746
2.0,2.0,train,0.04476570000160499,44.02626708679559,0.546716002892988
3.0,3.0,train,0.040872877234400556,35.387686791645336,0.5240901077540985
4.0,4.0,train,0.05300935142261862,64.30448919017195,0.5881775968738157
5.0,5.0,train,0.05275160411501357,59.00463751973166,0.5869964499856335
6.0,6.0,train,0.056774389791438847,80.77966906292562,0.6046919312338873
7.0,7.0,train,0.058824699367914464,92.39058086935238,0.6131399528998003
8.0,8.0,train,0.04073701038110113,31.3013959788902,0.5232595568321647
9.0,9.0,train,0.03785941536927585,27.227404479657423,0.5049618635031409
10.0,10.0,train,0.05728422358604687,86.50820341040225,0.6068269126582404
11.0,11.0,train,0.049538996931495306,53.72938506689077,0.571684839330736
12.0,12.0,train,0.041613256003086456,39.54944980385002,0.5285656527586692
13.0,13.0,train,0.07609416717344898,99.9999855357187,0.6721532335526843
14.0,14.0,train,0.028149099796330564,14.028619695606476,0.43130807654574604
15.0,15.0,train,0.05413083797212327,75.10233355755847,0.5932392122069851
16.0,16.0,train,0.031139129011051724,20.04536262011969,0.45622079429482
17.0,17.0,train,0.05383680163027029,69.68919822729153,0.5919242086068769
18.0,18.0,train,0.03396113477848676,23.441474961086396,0.4778108783319606
