X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.04355702899393635,48.490950129029954,0.5377883806346383
2.0,2.0,train,0.043127905255502495,44.135283673488864,0.5353264052893515
3.0,3.0,train,0.03147200625593034,19.84122088227652,0.45672595510067104
4.0,4.0,train,0.05257533614823478,53.74897496976307,0.5840978067519175
5.0,5.0,train,0.05334792449151992,64.37851643064592,0.5876372188313358
6.0,6.0,train,0.058389646292994736,93.10758686041383,0.6093330984684985
7.0,7.0,train,0.042100843831221875,35.549216484940935,0.5293260511919737
8.0,8.0,train,0.03591070689180165,23.432295718033405,0.4896031747766954
9.0,9.0,train,0.0578467910883442,81.47530767209258,0.6071073461240521
10.0,10.0,train,0.05295199232392076,59.043558171834924,0.5858309173818896
11.0,11.0,train,0.04273518577202559,39.82234395687492,0.5330501920239002
12.0,12.0,train,0.06892443426749456,100.0,0.6480279272960858
13.0,13.0,train,0.03881594393460098,27.31400424458687,0.5090495864011876
14.0,14.0,train,0.040249559374225495,31.338722788581542,0.5181096416006281
15.0,15.0,train,0.057419144041601235,75.69134476042643,0.6053360173119473
16.0,16.0,train,0.05570376167708091,69.94874407788778,0.5980673630099733
17.0,17.0,train,0.031034694711562102,16.69401151234118,0.45325614170631673
18.0,18.0,train,0.05793163741024992,87.26906888095641,0.6074568939379711
