x,y,species logistic values
1.0,1.0,0.030520685
2.0,2.0,4.858804E-9
3.0,3.0,0.011474689
4.0,4.0,8.0561524E-10
5.0,5.0,8.741859E-15
6.0,6.0,1.5609139E-10
7.0,7.0,3.6716652E-14
8.0,8.0,1.4490092E-7
9.0,9.0,1.0918077E-10
10.0,10.0,0.0012190804
11.0,11.0,2.1940267E-15
12.0,12.0,3.342468E-7
13.0,13.0,9.533697E-8
14.0,14.0,1.0669058E-5
15.0,15.0,1.10173496E-4
16.0,16.0,7.4740795E-16
17.0,17.0,0.09317728
18.0,18.0,5.9176045E-6
19.0,19.0,3.9712162E-7
20.0,20.0,0.123494826
21.0,21.0,1.9739514E-4
22.0,22.0,8.567016E-10
23.0,23.0,9.9794925E-6
24.0,24.0,2.1615711E-15
25.0,25.0,0.042066175
26.0,26.0,1.0855359E-14
27.0,27.0,1.8683728E-15
28.0,28.0,8.3433633E-7
29.0,29.0,0.121331595
30.0,30.0,1.4524608E-10
31.0,31.0,0.0064512445
32.0,32.0,0.0061928523
33.0,33.0,2.9782036E-19
34.0,34.0,0.021398282
35.0,35.0,0.04317898
36.0,36.0,3.808193E-5
37.0,37.0,6.64269E-11
38.0,38.0,3.1849844E-8
39.0,39.0,4.2903775E-16
40.0,40.0,0.0010052453
41.0,41.0,0.04341063
42.0,42.0,0.096736565
43.0,43.0,0.16010554
44.0,44.0,1.7477507E-16
45.0,45.0,0.020996444
46.0,46.0,1.4422664E-8
47.0,47.0,5.326722E-18
48.0,48.0,6.9799025E-16
49.0,49.0,0.012858123
50.0,50.0,1.0657367E-6
