X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.03034429385358137,57.43352268926738,0.6085330306087431
2.0,2.0,train,0.005725201140157116,14.398972565884334,0.22678043373368953
3.0,3.0,train,0.021662752638859986,41.38200735300871,0.5260104687261075
4.0,4.0,train,0.045690197366005124,83.36646755348474,0.7006563590671515
5.0,5.0,train,0.019812498686441905,37.10146009994601,0.5037135685636904
6.0,6.0,train,0.06508206917620125,99.99997962588,0.7692694357071908
7.0,7.0,train,0.006116807097734851,15.010646961766406,0.23859130550225363
8.0,8.0,train,0.03560490886308277,70.2746513667999,0.6458907933027775
9.0,9.0,train,0.05523594957982687,93.4918258536045,0.7388800211220437
10.0,10.0,train,0.046016656232994384,87.96758127522459,0.7021474762923685
11.0,11.0,train,0.03972380033631594,74.2470231167251,0.6705098812361545
12.0,12.0,train,0.04550489912111417,78.79751207220067,0.6998033391002676
13.0,13.0,train,0.031173808982700762,66.7141591498069,0.6149386533528846
14.0,14.0,train,0.008236493505142795,21.4980834857078,0.29673720411557647
15.0,15.0,train,0.02820388967619178,54.39908605277235,0.5909759731333234
16.0,16.0,train,0.026379981506586478,51.57833457373406,0.5747228885554705
17.0,17.0,train,0.01805646903736511,35.12016035667332,0.48052125769800175
18.0,18.0,train,0.024894331864281735,46.315671475270975,0.5604975805126324
