x,y,species logistic values
1.0,1.0,0.038939588
2.0,2.0,0.022885073
3.0,3.0,2.909533E-4
4.0,4.0,0.23612161
5.0,5.0,0.023875983
6.0,6.0,0.044973046
7.0,7.0,0.0051641325
8.0,8.0,0.05304977
9.0,9.0,0.034870315
10.0,10.0,0.004713989
11.0,11.0,0.013441866
12.0,12.0,0.042605232
13.0,13.0,0.051810075
14.0,14.0,0.034308672
15.0,15.0,0.054722745
16.0,16.0,0.0022112974
17.0,17.0,0.034898087
18.0,18.0,0.012555839
19.0,19.0,0.066166945
20.0,20.0,0.03739302
21.0,21.0,2.1990725E-4
22.0,22.0,0.02013795
23.0,23.0,0.016815202
24.0,24.0,3.171782E-4
25.0,25.0,0.0010604316
26.0,26.0,0.0017557548
27.0,27.0,0.035994075
28.0,28.0,8.5799873E-4
29.0,29.0,0.0024535295
30.0,30.0,0.0010800017
31.0,31.0,0.019861089
32.0,32.0,2.0779301E-4
33.0,33.0,0.00821064
34.0,34.0,0.01574662
35.0,35.0,0.015942998
36.0,36.0,0.036496196
37.0,37.0,0.0020848818
38.0,38.0,2.4707739E-5
39.0,39.0,2.739864E-4
40.0,40.0,0.035902694
41.0,41.0,0.035333045
42.0,42.0,0.003023689
43.0,43.0,0.053582795
44.0,44.0,8.809699E-4
45.0,45.0,0.0114970105
46.0,46.0,0.0041970396
47.0,47.0,0.004431894
48.0,48.0,0.0025974028
49.0,49.0,0.0015983944
50.0,50.0,0.0016276548
