X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.04612012872786012,80.5800482135906,0.6556345300102165
2.0,2.0,train,0.01020903859187564,17.770661278559075,0.2964884536646816
3.0,3.0,train,0.031311141575796564,48.644953864619964,0.56380634307134
4.0,4.0,train,0.029772425996969,45.513841599460754,0.5513763298524825
5.0,5.0,train,0.010792812284631905,19.92087700161824,0.3082168182790049
6.0,6.0,train,0.053576569770102576,85.93766282816303,0.68863861152098
7.0,7.0,train,0.07097421963342587,100.0,0.7455403972756943
8.0,8.0,train,0.06964893487720808,92.90276481604069,0.7419479779525012
9.0,9.0,train,0.041448570642055,71.51658536073987,0.6311384587178026
10.0,10.0,train,0.039132441851572455,67.37185572669905,0.6176539734618681
11.0,11.0,train,0.03408960038710128,52.05386348388038,0.5845895442767558
12.0,12.0,train,0.026014534609258937,39.850429025311506,0.5178189323939957
13.0,13.0,train,0.038575015789553434,59.55989107933863,0.6142601435303173
