x,y,species logistic values
1.0,1.0,0.39207062
2.0,2.0,0.16541846
3.0,3.0,0.27125478
4.0,4.0,0.11423179
5.0,5.0,0.34850362
6.0,6.0,0.14186762
7.0,7.0,0.14665624
8.0,8.0,0.11495437
9.0,9.0,0.102550246
10.0,10.0,0.14296152
11.0,11.0,0.28498542
12.0,12.0,0.2764002
13.0,13.0,0.13430087
14.0,14.0,0.07015695
15.0,15.0,0.56389153
16.0,16.0,0.42547214
17.0,17.0,0.6408118
18.0,18.0,0.11875631
19.0,19.0,0.1777777
20.0,20.0,0.18179822
21.0,21.0,0.255267
22.0,22.0,0.21254444
23.0,23.0,0.24698783
24.0,24.0,0.1303676
25.0,25.0,0.07769489
26.0,26.0,0.76375407
27.0,27.0,0.8467415
28.0,28.0,0.35761833
29.0,29.0,0.14379817
30.0,30.0,0.57454294
31.0,31.0,0.28124893
32.0,32.0,0.6924424
33.0,33.0,0.224083
34.0,34.0,0.1566688
35.0,35.0,0.31601104
36.0,36.0,0.15734674
37.0,37.0,0.45634657
38.0,38.0,0.112908006
39.0,39.0,0.12120721
40.0,40.0,0.26278535
41.0,41.0,0.6170621
42.0,42.0,0.2974904
43.0,43.0,0.17665038
44.0,44.0,0.32812494
45.0,45.0,0.2933867
46.0,46.0,0.58888566
47.0,47.0,0.1259478
48.0,48.0,0.395585
49.0,49.0,0.5071491
50.0,50.0,0.14279516
51.0,51.0,0.19911894
52.0,52.0,0.48797572
53.0,53.0,0.55054796
54.0,54.0,0.46532214
55.0,55.0,0.36889347
56.0,56.0,0.20265606
57.0,57.0,0.3846777
58.0,58.0,0.09119748
59.0,59.0,0.16015442
60.0,60.0,0.5357029
61.0,61.0,0.111366786
62.0,62.0,0.1630976
63.0,63.0,0.12391531
64.0,64.0,0.18735507
65.0,65.0,0.41360542
66.0,66.0,0.46643025
67.0,67.0,0.40985444
68.0,68.0,0.4793087
69.0,69.0,0.2446296
70.0,70.0,0.61151546
71.0,71.0,0.21459156
72.0,72.0,0.13323817
73.0,73.0,0.31983718
74.0,74.0,0.33599758
75.0,75.0,0.42424813
76.0,76.0,0.10174775
77.0,77.0,0.17288914
78.0,78.0,0.0972413
79.0,79.0,0.5664101
80.0,80.0,0.38756594
81.0,81.0,0.21978572
82.0,82.0,0.072590314
83.0,83.0,0.11252091
84.0,84.0,0.18821397
85.0,85.0,0.15268777
86.0,86.0,0.10795227
87.0,87.0,0.13618155
88.0,88.0,0.3717855
89.0,89.0,0.11925815
90.0,90.0,0.28834775
