x,y,species logistic values
1.0,1.0,0.56358945
2.0,2.0,0.016084054
3.0,3.0,0.029420622
4.0,4.0,0.09701559
5.0,5.0,0.021125061
6.0,6.0,0.024503475
7.0,7.0,0.4469755
8.0,8.0,0.097084045
9.0,9.0,0.12214737
10.0,10.0,0.08684382
11.0,11.0,0.118102066
12.0,12.0,0.05602666
13.0,13.0,0.12086831
14.0,14.0,0.05483119
15.0,15.0,0.19811548
16.0,16.0,0.58195543
17.0,17.0,0.44225237
18.0,18.0,0.17029615
19.0,19.0,0.4758052
20.0,20.0,0.2293462
21.0,21.0,0.0890549
22.0,22.0,0.5080385
23.0,23.0,0.02230622
24.0,24.0,0.18623388
25.0,25.0,0.019917378
26.0,26.0,0.02910149
27.0,27.0,0.040064313
28.0,28.0,0.13962887
29.0,29.0,0.03347789
30.0,30.0,0.54241776
31.0,31.0,0.09184523
32.0,32.0,0.06633262
33.0,33.0,0.031432107
34.0,34.0,0.043578774
35.0,35.0,0.2557064
36.0,36.0,0.015195231
37.0,37.0,0.29113337
38.0,38.0,0.02894713
39.0,39.0,0.07838825
40.0,40.0,0.031929094
41.0,41.0,0.03660641
42.0,42.0,0.27349043
43.0,43.0,0.07444124
44.0,44.0,0.102616325
45.0,45.0,0.030516723
46.0,46.0,0.0713494
47.0,47.0,0.04623264
48.0,48.0,0.04700666
49.0,49.0,0.08531686
50.0,50.0,0.1529337
51.0,51.0,0.12933357
52.0,52.0,0.15872842
53.0,53.0,0.026464343
54.0,54.0,0.2862163
55.0,55.0,0.43437663
56.0,56.0,0.019257968
57.0,57.0,0.27243838
58.0,58.0,0.44387433
59.0,59.0,0.18238828
60.0,60.0,0.050624575
61.0,61.0,0.37272078
62.0,62.0,0.019705415
63.0,63.0,0.45227966
64.0,64.0,0.5608474
65.0,65.0,0.23943251
66.0,66.0,0.04087205
67.0,67.0,0.029713003
68.0,68.0,0.16227074
69.0,69.0,0.034694985
70.0,70.0,0.02605203
71.0,71.0,0.06270772
72.0,72.0,0.029870583
73.0,73.0,0.062071033
74.0,74.0,0.029015312
75.0,75.0,0.05460815
76.0,76.0,0.09339642
77.0,77.0,0.057326432
78.0,78.0,0.15551464
79.0,79.0,0.03788181
80.0,80.0,0.012196991
81.0,81.0,0.26814008
82.0,82.0,0.4246401
83.0,83.0,0.50631416
84.0,84.0,0.028596383
85.0,85.0,0.056560803
86.0,86.0,0.11019309
87.0,87.0,0.34154803
88.0,88.0,0.21447976
89.0,89.0,0.027503673
90.0,90.0,0.18131824
