x,y,species logistic values
1.0,1.0,0.50515455
2.0,2.0,0.30513474
3.0,3.0,0.26129085
4.0,4.0,0.4713955
5.0,5.0,0.2935618
6.0,6.0,0.22550501
7.0,7.0,0.28252482
8.0,8.0,0.2418725
9.0,9.0,0.20641208
10.0,10.0,0.30945754
11.0,11.0,0.72340715
12.0,12.0,0.28186965
13.0,13.0,0.19650926
14.0,14.0,0.591391
15.0,15.0,0.52822644
16.0,16.0,0.18474554
17.0,17.0,0.6957938
18.0,18.0,0.22848465
19.0,19.0,0.33563113
20.0,20.0,0.3030826
21.0,21.0,0.3928626
22.0,22.0,0.21830548
23.0,23.0,0.24715553
24.0,24.0,0.62201333
25.0,25.0,0.16161285
26.0,26.0,0.7354522
27.0,27.0,0.7614992
28.0,28.0,0.3903451
29.0,29.0,0.49698204
30.0,30.0,0.24463025
31.0,31.0,0.59347194
32.0,32.0,0.42932653
33.0,33.0,0.64129585
34.0,34.0,0.39634448
35.0,35.0,0.2939889
36.0,36.0,0.32586706
37.0,37.0,0.21363541
38.0,38.0,0.5353239
39.0,39.0,0.23649149
40.0,40.0,0.22487678
41.0,41.0,0.6177994
42.0,42.0,0.2942854
43.0,43.0,0.2758023
44.0,44.0,0.45727122
45.0,45.0,0.4512593
46.0,46.0,0.60775524
47.0,47.0,0.18482961
48.0,48.0,0.49160513
49.0,49.0,0.21234818
50.0,50.0,0.3764975
51.0,51.0,0.5744602
52.0,52.0,0.5822642
53.0,53.0,0.5621604
54.0,54.0,0.34248483
55.0,55.0,0.26073948
56.0,56.0,0.3405945
57.0,57.0,0.19004427
58.0,58.0,0.31770644
59.0,59.0,0.5793705
60.0,60.0,0.22949448
61.0,61.0,0.22264212
62.0,62.0,0.34507287
63.0,63.0,0.22069195
64.0,64.0,0.42084667
65.0,65.0,0.3147902
66.0,66.0,0.41602665
67.0,67.0,0.5495475
68.0,68.0,0.52167803
69.0,69.0,0.25979877
70.0,70.0,0.6107447
71.0,71.0,0.2770111
72.0,72.0,0.46556878
73.0,73.0,0.47398195
74.0,74.0,0.4339668
75.0,75.0,0.23082411
76.0,76.0,0.31251115
77.0,77.0,0.60133755
78.0,78.0,0.4922394
79.0,79.0,0.24645062
80.0,80.0,0.20793891
81.0,81.0,0.17602274
82.0,82.0,0.19326961
83.0,83.0,0.33384478
84.0,84.0,0.35768476
85.0,85.0,0.2096454
86.0,86.0,0.21023622
87.0,87.0,0.21992193
88.0,88.0,0.4751308
89.0,89.0,0.22287533
90.0,90.0,0.31273845
