X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.04617142231110992,54.826260870916805,0.5604970306206609
2.0,2.0,train,0.04545470821407703,45.60537299501576,0.5566395571148214
3.0,3.0,train,0.03495356409757626,28.898636449500408,0.4912106229891446
4.0,4.0,train,0.053208176078665397,70.48330242218486,0.595085823036086
5.0,5.0,train,0.05440386865718039,75.92368296843253,0.6004291841557529
6.0,6.0,train,0.05227431190653451,65.16268894049048,0.590812086525197
7.0,7.0,train,0.05950851823962334,92.96943303459044,0.6217394558722937
8.0,8.0,train,0.04342104645812415,41.059941169364265,0.5453159810102496
9.0,9.0,train,0.036911145706982604,32.590375509821904,0.5048328461153464
10.0,10.0,train,0.04603787309753941,50.20888309467578,0.559783343484571
11.0,11.0,train,0.07030578842197643,99.99999246105901,0.6600848957630346
12.0,12.0,train,0.03310734264462665,21.930187087552316,0.4776582669315191
13.0,13.0,train,0.04127400416127031,36.71774110177604,0.5327160131234571
14.0,14.0,train,0.05477228941873221,81.40089720079642,0.6020472923961016
15.0,15.0,train,0.03160503171831721,18.61943186309959,0.46608584565052663
16.0,16.0,train,0.05617514814547519,87.01865528425766,0.6080905264269939
17.0,17.0,train,0.034737650615849706,25.403756070074664,0.48966211355416683
18.0,18.0,train,0.05108952219121048,59.935287822373596,0.5852584186874266
