x,y,species logistic values
1.0,1.0,0.0130972685
2.0,2.0,0.23821431
3.0,3.0,1.9433873E-4
4.0,4.0,0.01592149
5.0,5.0,0.0079525
6.0,6.0,7.817941E-5
7.0,7.0,0.002132561
8.0,8.0,0.12803845
9.0,9.0,0.010229999
10.0,10.0,0.01965431
11.0,11.0,0.003537004
12.0,12.0,0.005044969
13.0,13.0,0.06500376
14.0,14.0,0.019884078
15.0,15.0,0.0016332177
16.0,16.0,0.013364931
17.0,17.0,0.0010803088
18.0,18.0,0.014616959
19.0,19.0,0.45623228
20.0,20.0,0.030777656
21.0,21.0,0.07360526
22.0,22.0,0.019688684
23.0,23.0,0.015290695
24.0,24.0,0.0104372315
25.0,25.0,0.05726042
26.0,26.0,0.0016762546
27.0,27.0,0.03195949
28.0,28.0,6.1024304E-5
29.0,29.0,3.7664638E-4
30.0,30.0,0.013753328
31.0,31.0,0.001746042
32.0,32.0,0.30863982
33.0,33.0,0.013762958
34.0,34.0,0.0028249237
35.0,35.0,2.9549014E-4
36.0,36.0,9.319227E-4
37.0,37.0,0.014798873
38.0,38.0,5.3543836E-4
39.0,39.0,0.01613513
40.0,40.0,0.0026149503
41.0,41.0,2.8419326E-4
42.0,42.0,0.008076806
43.0,43.0,0.01786211
44.0,44.0,0.008491028
45.0,45.0,0.012805123
46.0,46.0,2.0939638E-4
47.0,47.0,0.006215696
48.0,48.0,0.013757453
49.0,49.0,0.001974643
50.0,50.0,0.0051114117
51.0,51.0,0.0043240036
52.0,52.0,0.028321996
53.0,53.0,0.0030646373
54.0,54.0,0.026947888
55.0,55.0,3.7398488E-5
56.0,56.0,0.01603423
57.0,57.0,0.09398368
58.0,58.0,5.8200887E-5
59.0,59.0,0.015628887
60.0,60.0,0.14662477
61.0,61.0,0.0115615325
62.0,62.0,0.0011139329
63.0,63.0,0.06311466
64.0,64.0,5.6399404E-5
65.0,65.0,6.275789E-4
66.0,66.0,0.35942206
67.0,67.0,0.014071228
68.0,68.0,0.0053185644
69.0,69.0,2.223986E-4
70.0,70.0,0.028447255
71.0,71.0,0.0038266843
72.0,72.0,0.0043691774
73.0,73.0,0.0067031765
74.0,74.0,2.1716527E-4
75.0,75.0,4.7862742E-4
76.0,76.0,0.001186382
77.0,77.0,8.28932E-4
78.0,78.0,0.0020590348
79.0,79.0,0.0013076033
80.0,80.0,0.025737047
81.0,81.0,0.2779249
82.0,82.0,0.06917872
83.0,83.0,0.058988687
84.0,84.0,2.1006212E-4
85.0,85.0,0.0016616018
86.0,86.0,9.990953E-4
87.0,87.0,0.08362465
88.0,88.0,0.12695028
89.0,89.0,1.7984323E-4
90.0,90.0,0.0316133
