X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.01351523873029827,77.024094158,0.5827815614167212
2.0,2.0,train,0.008850899506556592,42.346761308834125,0.47774066462442866
3.0,3.0,train,0.012090517472338417,64.1587876258577,0.5554722424200521
4.0,4.0,train,0.011823279706205574,62.94803446770508,0.5499466441141798
5.0,5.0,train,0.012686644228484643,69.14140007528678,0.5673223037000213
6.0,6.0,train,0.011805067505219414,61.76671221005416,0.5495650715972631
7.0,7.0,train,0.013434482710176584,74.32118510268492,0.5813236355773047
8.0,8.0,train,0.009141678721241156,44.149462682649485,0.4858109882472793
9.0,9.0,train,0.013513401936988384,75.67402466613478,0.5827485137910713
10.0,10.0,train,0.01351523873029827,77.024094158,0.5827815614167212
11.0,11.0,train,0.01351523873029827,77.024094158,0.5827815614167212
12.0,12.0,train,0.01351523873029827,77.024094158,0.5827815614167212
13.0,13.0,train,0.01351523873029827,77.024094158,0.5827815614167212
14.0,14.0,train,0.01351523873029827,77.024094158,0.5827815614167212
15.0,15.0,train,0.01351523873029827,77.024094158,0.5827815614167212
16.0,16.0,train,0.01351523873029827,77.024094158,0.5827815614167212
17.0,17.0,train,0.012918189961198019,72.97770411989097,0.5717564569789889
18.0,18.0,train,0.01351523873029827,77.024094158,0.5827815614167212
