X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.008984976709620892,42.17544990117667,0.48642567134450854
2.0,2.0,train,0.011357926744255026,68.3191073851358,0.5448916148076693
3.0,3.0,train,0.011168769440527993,67.17990968740494,0.5407238028705497
4.0,4.0,train,0.011776185303609507,72.96298128180813,0.5538440783335062
5.0,5.0,train,0.011155839948975465,66.06909037774406,0.5404361309413385
6.0,6.0,train,0.00920588300794462,44.906918224854124,0.49249510080928843
7.0,7.0,train,0.0123569731529973,77.75423234899439,0.5657067759738423
8.0,8.0,train,0.012358715892828422,78.990182982,0.5657414225433803
9.0,9.0,train,0.012358715892828422,78.990182982,0.5657414225433803
10.0,10.0,train,0.012358715892828422,78.990182982,0.5657414225433803
11.0,11.0,train,0.012358715892828422,78.990182982,0.5657414225433803
12.0,12.0,train,0.012358715892828422,78.990182982,0.5657414225433803
13.0,13.0,train,0.009786332818997927,53.54933842035747,0.5077799254060267
14.0,14.0,train,0.012358715892828422,78.990182982,0.5657414225433803
15.0,15.0,train,0.012358715892828422,78.990182982,0.5657414225433803
16.0,16.0,train,0.011937318172893995,76.5186675833522,0.5571997148995058
17.0,17.0,train,0.012358715892828422,78.990182982,0.5657414225433803
18.0,18.0,train,0.012358715892828422,78.990182982,0.5657414225433803
