x,y,species logistic values
1.0,1.0,0.28828895
2.0,2.0,0.40371582
3.0,3.0,0.24142443
4.0,4.0,0.47157305
5.0,5.0,0.2758309
6.0,6.0,0.26400602
7.0,7.0,0.22098777
8.0,8.0,0.18427417
9.0,9.0,0.292957
10.0,10.0,0.43798152
11.0,11.0,0.7476007
12.0,12.0,0.27622378
13.0,13.0,0.26330584
14.0,14.0,0.17417833
15.0,15.0,0.6049452
16.0,16.0,0.5349193
17.0,17.0,0.16228376
18.0,18.0,0.20702922
19.0,19.0,0.32137606
20.0,20.0,0.21975172
21.0,21.0,0.28607562
22.0,22.0,0.35560232
23.0,23.0,0.19649367
24.0,24.0,0.22652625
25.0,25.0,0.63859224
26.0,26.0,0.13923149
27.0,27.0,0.76022494
28.0,28.0,0.7872262
29.0,29.0,0.38148603
30.0,30.0,0.50010574
31.0,31.0,0.22387677
32.0,32.0,0.60723937
33.0,33.0,0.42471662
34.0,34.0,0.6596378
35.0,35.0,0.3881221
36.0,36.0,0.27628964
37.0,37.0,0.3107446
38.0,38.0,0.19168365
39.0,39.0,0.54281694
40.0,40.0,0.2153639
41.0,41.0,0.20328715
42.0,42.0,0.3100714
43.0,43.0,0.27660814
44.0,44.0,0.25683206
45.0,45.0,0.4558279
46.0,46.0,0.44912916
47.0,47.0,0.62295717
48.0,48.0,0.16236836
49.0,49.0,0.56642675
50.0,50.0,0.19036052
51.0,51.0,0.36619842
52.0,52.0,0.5862438
53.0,53.0,0.5948716
54.0,54.0,0.57262176
55.0,55.0,0.3288581
56.0,56.0,0.24084121
57.0,57.0,0.32679293
58.0,58.0,0.16762781
59.0,59.0,0.30188566
60.0,60.0,0.59167385
61.0,61.0,0.20807815
62.0,62.0,0.20097367
63.0,63.0,0.3316874
64.0,64.0,0.19895747
65.0,65.0,0.41529226
66.0,66.0,0.29872602
67.0,67.0,0.40993977
68.0,68.0,0.5276284
69.0,69.0,0.48624927
70.0,70.0,0.23984656
71.0,71.0,0.2581204
72.0,72.0,0.18843774
73.0,73.0,0.46507663
74.0,74.0,0.47445711
75.0,75.0,0.4298775
76.0,76.0,0.20946024
77.0,77.0,0.29625908
78.0,78.0,0.19164632
79.0,79.0,0.6159014
80.0,80.0,0.49481732
81.0,81.0,0.22578628
82.0,82.0,0.18583721
83.0,83.0,0.15353674
84.0,84.0,0.17089173
85.0,85.0,0.31942853
86.0,86.0,0.3455046
87.0,87.0,0.18758619
88.0,88.0,0.1881922
89.0,89.0,0.19816208
90.0,90.0,0.4757382
