x,y,species logistic values
1.0,1.0,0.15238751
2.0,2.0,0.57870644
3.0,3.0,0.020620735
4.0,4.0,0.040829714
5.0,5.0,0.16213594
6.0,6.0,0.12382197
7.0,7.0,0.024908897
8.0,8.0,0.036913063
9.0,9.0,0.47983563
10.0,10.0,0.12812012
11.0,11.0,0.15782924
12.0,12.0,0.08788582
13.0,13.0,0.104577534
14.0,14.0,0.42647842
15.0,15.0,0.15729287
16.0,16.0,0.071419574
17.0,17.0,0.14902829
18.0,18.0,0.06266006
19.0,19.0,0.568679
20.0,20.0,0.4194864
21.0,21.0,0.20879245
22.0,22.0,0.08251934
23.0,23.0,0.2608777
24.0,24.0,0.11140884
25.0,25.0,0.5488623
26.0,26.0,0.03577411
27.0,27.0,0.24559106
28.0,28.0,0.03273493
29.0,29.0,0.05973986
30.0,30.0,0.17012194
31.0,31.0,0.56497824
32.0,32.0,0.085555
33.0,33.0,0.034607463
34.0,34.0,0.050241362
35.0,35.0,0.28312585
36.0,36.0,0.022179822
37.0,37.0,0.32039216
38.0,38.0,0.035048008
39.0,39.0,0.09173975
40.0,40.0,0.038971007
41.0,41.0,0.058350466
42.0,42.0,0.09354318
43.0,43.0,0.13580164
44.0,44.0,0.032949958
45.0,45.0,0.08907211
46.0,46.0,0.07235792
47.0,47.0,0.07849371
48.0,48.0,0.10806451
49.0,49.0,0.19404878
50.0,50.0,0.14693171
51.0,51.0,0.19811478
52.0,52.0,0.025868773
53.0,53.0,0.3126148
54.0,54.0,0.4194864
55.0,55.0,0.022528252
56.0,56.0,0.2970053
57.0,57.0,0.4208122
58.0,58.0,0.21976565
59.0,59.0,0.06980966
60.0,60.0,0.37683758
61.0,61.0,0.027411453
62.0,62.0,0.04951093
63.0,63.0,0.44818574
64.0,64.0,0.5686175
65.0,65.0,0.05271997
66.0,66.0,0.036052905
67.0,67.0,0.20140442
68.0,68.0,0.036975976
69.0,69.0,0.030800195
70.0,70.0,0.047328025
71.0,71.0,0.07819224
72.0,72.0,0.036846336
73.0,73.0,0.026884655
74.0,74.0,0.06709317
75.0,75.0,0.054119255
76.0,76.0,0.10643057
77.0,77.0,0.08777798
78.0,78.0,0.19511436
79.0,79.0,0.04687719
80.0,80.0,0.014516734
81.0,81.0,0.39575216
82.0,82.0,0.4042602
83.0,83.0,0.5458275
84.0,84.0,0.036046665
85.0,85.0,0.07214948
86.0,86.0,0.11937325
87.0,87.0,0.38213956
88.0,88.0,0.26846495
89.0,89.0,0.033159394
90.0,90.0,0.24216197
