X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.028066393036112972,54.04980684936374,0.5857118047707865
2.0,2.0,train,0.0037089583413814253,7.516419470046206,0.15741939204139158
3.0,3.0,train,0.021655187482239307,43.839621904317546,0.5217208611534513
4.0,4.0,train,0.04243622834120133,83.78722746438608,0.6812876348055891
5.0,5.0,train,0.02036884965968164,35.34458768403769,0.5064246177970021
6.0,6.0,train,0.017686134883231192,29.477046164275755,0.47115060922981017
7.0,7.0,train,0.06348502962019514,100.0,0.7617861826178477
8.0,8.0,train,0.00410219113158677,9.475634058405975,0.17125119881829515
9.0,9.0,train,0.03785005336345953,75.40060398632633,0.6559563072953576
10.0,10.0,train,0.05376938010586774,93.65148501300833,0.7303496537570825
11.0,11.0,train,0.04142925592950838,79.54350144538634,0.6760505629723573
12.0,12.0,train,0.04487383735938924,88.2745816088517,0.6932905020346447
13.0,13.0,train,0.02969356544824957,68.60203003460747,0.5993178206697267
14.0,14.0,train,0.02897608379579639,62.726338112753844,0.5934301871028537
15.0,15.0,train,0.028874297192705057,56.937233523744844,0.5925808854540042
16.0,16.0,train,0.02475459425895781,48.71618286249408,0.5549531720867186
17.0,17.0,train,0.02065399007459818,37.40955517991493,0.5098991197970193
18.0,18.0,train,0.024010197406185877,46.2407398834994,0.5474001729030131
