x,y,species logistic values
1.0,1.0,0.17678002
2.0,2.0,0.5982456
3.0,3.0,0.002629047
4.0,4.0,0.1891584
5.0,5.0,0.14136432
6.0,6.0,0.006923534
7.0,7.0,0.0071789776
8.0,8.0,0.53348947
9.0,9.0,0.13820456
10.0,10.0,0.18859549
11.0,11.0,0.08352817
12.0,12.0,0.103976466
13.0,13.0,0.43420705
14.0,14.0,0.17306551
15.0,15.0,0.060262594
16.0,16.0,0.17440106
17.0,17.0,0.04175206
18.0,18.0,0.28270262
19.0,19.0,0.3590696
20.0,20.0,0.23901232
21.0,21.0,0.49589077
22.0,22.0,0.04775702
23.0,23.0,0.110447586
24.0,24.0,0.5072763
25.0,25.0,0.004814795
26.0,26.0,0.27441522
27.0,27.0,0.00470132
28.0,28.0,0.008707186
29.0,29.0,0.021841224
30.0,30.0,0.20809469
31.0,31.0,0.012982794
32.0,32.0,0.6027794
33.0,33.0,0.11782257
34.0,34.0,0.08022537
35.0,35.0,0.29976818
36.0,36.0,0.0013311032
37.0,37.0,0.33599854
38.0,38.0,0.015259363
39.0,39.0,0.01917954
40.0,40.0,0.020143753
41.0,41.0,0.31741148
42.0,42.0,0.08033989
43.0,43.0,0.14783569
44.0,44.0,0.009866208
45.0,45.0,0.078933015
46.0,46.0,0.03211099
47.0,47.0,0.035089068
48.0,48.0,0.06774911
49.0,49.0,0.11833543
50.0,50.0,0.11709855
51.0,51.0,0.18175302
52.0,52.0,0.006597409
53.0,53.0,0.32819387
54.0,54.0,0.30141556
55.0,55.0,0.005403105
56.0,56.0,0.3147819
57.0,57.0,0.24641198
58.0,58.0,0.047704667
59.0,59.0,0.3894367
60.0,60.0,0.00426639
61.0,61.0,0.025237821
62.0,62.0,0.45225036
63.0,63.0,0.5892414
64.0,64.0,0.2891288
65.0,65.0,0.021714425
66.0,66.0,0.016230747
67.0,67.0,0.23067808
68.0,68.0,0.013821914
69.0,69.0,0.0064011277
70.0,70.0,0.011739525
71.0,71.0,0.056115925
72.0,72.0,0.014289925
73.0,73.0,0.0033759812
74.0,74.0,0.057334494
75.0,75.0,0.03693274
76.0,76.0,0.114244685
77.0,77.0,0.05859974
78.0,78.0,0.22318302
79.0,79.0,0.028003102
80.0,80.0,0.0012387533
81.0,81.0,0.4253245
82.0,82.0,0.41327772
83.0,83.0,0.4237322
84.0,84.0,0.013881604
85.0,85.0,0.06128373
86.0,86.0,0.14288025
87.0,87.0,0.41772452
88.0,88.0,0.3093062
89.0,89.0,0.013498844
90.0,90.0,0.27039936
