X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.03947144759347379,57.45338619026053,0.6002115159662295
2.0,2.0,train,0.010839024938140008,16.858096217681627,0.2919198488421901
3.0,3.0,train,0.028284005319776147,47.49792535638746,0.5182582278642172
4.0,4.0,train,0.02502701702166118,42.07581527708466,0.4876837068852952
5.0,5.0,train,0.011656302021930782,21.403523337139614,0.30716983741123216
6.0,6.0,train,0.02887338103800136,50.38514450843131,0.5234051415783296
7.0,7.0,train,0.04363062543526978,61.8164208486681,0.6239922654971839
8.0,8.0,train,0.0632413962699249,78.54093849508666,0.7063511916639561
9.0,9.0,train,0.014763203438273953,30.603190489969517,0.35960171491820014
10.0,10.0,train,0.04932220466425664,66.74862403275175,0.6522951863509509
