X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.03149462940092057,64.5144065892993,0.6082310289138311
2.0,2.0,train,0.0059900518817966346,13.5507168612499,0.22796558075042833
3.0,3.0,train,0.020779702385090183,32.33903052840483,0.5060102385687836
4.0,4.0,train,0.03862526683853471,75.30139192247313,0.655650804777464
5.0,5.0,train,0.020944355543694587,34.43287041583332,0.5079829800373277
6.0,6.0,train,0.06126621330347839,100.0,0.751250721419706
7.0,7.0,train,0.006484638702111029,14.19917656231961,0.24222885714455203
8.0,8.0,train,0.03750711825215517,71.43904283325128,0.6489885395006267
9.0,9.0,train,0.05335719329449725,93.87337374546995,0.7245359497591324
10.0,10.0,train,0.04609177186591706,88.53750092933147,0.6943848889320379
11.0,11.0,train,0.0409965415071472,79.40120455953313,0.668975081838269
12.0,12.0,train,0.04527321533133723,83.92856847802855,0.6905690566415364
13.0,13.0,train,0.03174237988169712,67.68801025203612,0.6100965649252306
14.0,14.0,train,0.008945491006379534,21.372786584462574,0.3060216434236944
15.0,15.0,train,0.03027003738873993,55.10926667758825,0.5987414309859567
16.0,16.0,train,0.02779685247045968,49.17165985009319,0.5781023652799032
17.0,17.0,train,0.021279571359851538,36.56121107114948,0.511950965923283
18.0,18.0,train,0.03110722401655945,58.22007229017583,0.6052778536934365
