X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.013953927011294597,80.464502184,0.5902189975075719
2.0,2.0,train,0.008916814754463,42.42838425779189,0.47927403094019
3.0,3.0,train,0.012088518816410692,68.54602045964927,0.5551165966088233
4.0,4.0,train,0.013017956572571184,73.65173690886397,0.5733272825851065
5.0,5.0,train,0.012068949231474235,67.34013753213681,0.5547164405507666
6.0,6.0,train,0.009224953809636262,45.15338178503028,0.48775794251250404
7.0,7.0,train,0.013924725572978844,77.68514451330026,0.5897122290765674
8.0,8.0,train,0.013953927011294597,80.464502184,0.5902189975075719
9.0,9.0,train,0.013953927011294597,80.464502184,0.5902189975075719
10.0,10.0,train,0.013928699278188562,79.06885813563832,0.5897812633292172
11.0,11.0,train,0.013953927011294597,80.464502184,0.5902189975075719
12.0,12.0,train,0.013953927011294597,80.464502184,0.5902189975075719
13.0,13.0,train,0.010048626720236355,53.01098596694793,0.5091354280266992
14.0,14.0,train,0.013953927011294597,80.464502184,0.5902189975075719
15.0,15.0,train,0.013953927011294597,80.464502184,0.5902189975075719
16.0,16.0,train,0.013267780977863077,76.28365222694659,0.5779706950326672
17.0,17.0,train,0.013953927011294597,80.464502184,0.5902189975075719
18.0,18.0,train,0.013953927011294597,80.464502184,0.5902189975075719
