X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.013596330850248167,78.24587064,0.5848854343971587
2.0,2.0,train,0.008999698183330934,43.78294518935552,0.48257019565495746
3.0,3.0,train,0.012218563348302687,67.89521139449943,0.5587320815761397
4.0,4.0,train,0.01195375125790275,66.67030511421865,0.5533231092706695
5.0,5.0,train,0.012808867964358353,71.65649841257313,0.5703303803112081
6.0,6.0,train,0.011935700109125192,65.47815626093589,0.5529495702665649
7.0,7.0,train,0.013548633928186619,76.88720463854385,0.5840319424681454
8.0,8.0,train,0.0092894556403748,45.62652418235863,0.4904865069138736
9.0,9.0,train,0.013596330850248167,78.24587064,0.5848854343971587
10.0,10.0,train,0.013596330850248167,78.24587064,0.5848854343971587
11.0,11.0,train,0.013596330850248167,78.24587064,0.5848854343971587
12.0,12.0,train,0.013596330850248167,78.24587064,0.5848854343971587
13.0,13.0,train,0.013596330850248167,78.24587064,0.5848854343971587
14.0,14.0,train,0.010060862177963042,53.47635456239147,0.5104270741040201
15.0,15.0,train,0.013596330850248167,78.24587064,0.5848854343971587
16.0,16.0,train,0.013596330850248167,78.24587064,0.5848854343971587
17.0,17.0,train,0.013038003705863952,75.53138399541052,0.5746698312544666
18.0,18.0,train,0.013596330850248167,78.24587064,0.5848854343971587
