x,y,species logistic values
1.0,1.0,0.42791858
2.0,2.0,0.17219415
3.0,3.0,0.295008
4.0,4.0,0.13029929
5.0,5.0,0.37862137
6.0,6.0,0.16058594
7.0,7.0,0.10033189
8.0,8.0,0.14988135
9.0,9.0,0.11356463
10.0,10.0,0.0859041
11.0,11.0,0.17663027
12.0,12.0,0.33630365
13.0,13.0,0.7571205
14.0,14.0,0.16094689
15.0,15.0,0.14925717
16.0,16.0,0.07884773
17.0,17.0,0.5595346
18.0,18.0,0.46253103
19.0,19.0,0.0708432
20.0,20.0,0.7177942
21.0,21.0,0.102681406
22.0,22.0,0.20463896
23.0,23.0,0.11258291
24.0,24.0,0.17010722
25.0,25.0,0.24059255
26.0,26.0,0.2724912
27.0,27.0,0.094764054
28.0,28.0,0.118006304
29.0,29.0,0.60683936
30.0,30.0,0.056294937
31.0,31.0,0.77374125
32.0,32.0,0.8083937
33.0,33.0,0.2693249
34.0,34.0,0.415823
35.0,35.0,0.1158728
36.0,36.0,0.32008138
37.0,37.0,0.27689672
38.0,38.0,0.16100742
39.0,39.0,0.1939613
40.0,40.0,0.09123492
41.0,41.0,0.10912609
42.0,42.0,0.09983989
43.0,43.0,0.19329315
44.0,44.0,0.6003475
45.0,45.0,0.16130029
46.0,46.0,0.35857362
47.0,47.0,0.3501564
48.0,48.0,0.58484405
49.0,49.0,0.07089894
50.0,50.0,0.40791818
51.0,51.0,0.5057912
52.0,52.0,0.09027358
53.0,53.0,0.25219834
54.0,54.0,0.5333535
55.0,55.0,0.5454155
56.0,56.0,0.5143831
57.0,57.0,0.21016994
58.0,58.0,0.07439796
59.0,59.0,0.18524557
60.0,60.0,0.54094136
61.0,61.0,0.103483684
62.0,62.0,0.09809935
63.0,63.0,0.21521963
64.0,64.0,0.3087349
65.0,65.0,0.18217735
66.0,66.0,0.30235887
67.0,67.0,0.49500918
68.0,68.0,0.3976231
69.0,69.0,0.12897362
70.0,70.0,0.5894621
71.0,71.0,0.14466819
72.0,72.0,0.08888385
73.0,73.0,0.37030593
74.0,74.0,0.38233212
75.0,75.0,0.32635838
76.0,76.0,0.17979659
77.0,77.0,0.09120774
78.0,78.0,0.57492274
79.0,79.0,0.40884835
80.0,80.0,0.117408834
81.0,81.0,0.087017976
82.0,82.0,0.06517207
83.0,83.0,0.076602444
84.0,84.0,0.2026653
85.0,85.0,0.22973889
86.0,86.0,0.08827111
87.0,87.0,0.08870699
88.0,88.0,0.38398415
89.0,89.0,0.0982803
90.0,90.0,0.18003337
