X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.0125,1.25,0.4999999999999975
2.0,2.0,train,0.0125,1.25,0.4999999999999975
3.0,3.0,train,0.0125,1.25,0.4999999999999975
4.0,4.0,train,0.0125,1.25,0.4999999999999975
5.0,5.0,train,0.0125,1.25,0.4999999999999975
6.0,6.0,train,0.0125,1.25,0.4999999999999975
7.0,7.0,train,0.0125,1.25,0.4999999999999975
8.0,8.0,train,0.0125,1.25,0.4999999999999975
9.0,9.0,train,0.0125,1.25,0.4999999999999975
10.0,10.0,train,0.0125,1.25,0.4999999999999975
11.0,11.0,train,0.0125,1.25,0.4999999999999975
12.0,12.0,train,0.0125,1.25,0.4999999999999975
13.0,13.0,train,0.0125,1.25,0.4999999999999975
