x,y,species logistic values
1.0,1.0,0.14872037
2.0,2.0,3.8861657E-5
3.0,3.0,2.8175552E-4
4.0,4.0,0.0050318036
5.0,5.0,5.047523E-5
6.0,6.0,0.0025908554
7.0,7.0,0.09539786
8.0,8.0,0.008848212
9.0,9.0,0.013503916
10.0,10.0,0.006368144
11.0,11.0,0.014701592
12.0,12.0,0.0010669898
13.0,13.0,0.015682617
14.0,14.0,0.0015495477
15.0,15.0,0.013736481
16.0,16.0,0.46887693
17.0,17.0,0.09021709
18.0,18.0,0.018474635
19.0,19.0,0.085072845
20.0,20.0,0.015402462
21.0,21.0,0.012256903
22.0,22.0,0.06997042
23.0,23.0,0.00155196
24.0,24.0,0.030376531
25.0,25.0,8.327793E-5
26.0,26.0,5.613193E-4
27.0,27.0,0.009352935
28.0,28.0,0.01615332
29.0,29.0,0.0028238434
30.0,30.0,0.2641963
31.0,31.0,0.009890676
32.0,32.0,0.0022133202
33.0,33.0,4.6389678E-4
34.0,34.0,0.0013190035
35.0,35.0,0.016408835
36.0,36.0,5.9008336E-4
37.0,37.0,0.019270612
38.0,38.0,1.6628437E-4
39.0,39.0,0.0035072658
40.0,40.0,1.9826405E-4
41.0,41.0,0.011040127
42.0,42.0,0.017911125
43.0,43.0,0.009967869
44.0,44.0,0.01150544
45.0,45.0,3.4406994E-4
46.0,46.0,0.0041959966
47.0,47.0,0.013295784
48.0,48.0,0.012929762
49.0,49.0,0.0031036355
50.0,50.0,0.020388868
51.0,51.0,0.004073256
52.0,52.0,0.018131971
53.0,53.0,7.792321E-5
54.0,54.0,0.018439999
55.0,55.0,0.062887765
56.0,56.0,3.6741738E-5
57.0,57.0,0.01737038
58.0,58.0,0.101988465
59.0,59.0,0.0129023185
60.0,60.0,0.001375496
61.0,61.0,0.07223038
62.0,62.0,9.398977E-5
63.0,63.0,0.08274749
64.0,64.0,0.17107521
65.0,65.0,0.015616897
66.0,66.0,0.005849147
67.0,67.0,1.5106925E-4
68.0,68.0,0.01966477
69.0,69.0,3.3451937E-4
70.0,70.0,9.32651E-4
71.0,71.0,0.004801123
72.0,72.0,0.006322069
73.0,73.0,0.0078554945
74.0,74.0,2.0466068E-4
75.0,75.0,6.373295E-4
76.0,76.0,0.0028505854
77.0,77.0,0.0025998305
78.0,78.0,0.016964955
79.0,79.0,2.8098657E-4
80.0,80.0,1.3259356E-5
81.0,81.0,0.2733053
82.0,82.0,0.070878565
83.0,83.0,0.049638674
84.0,84.0,1.9171157E-4
85.0,85.0,0.0012489868
86.0,86.0,0.0014719528
87.0,87.0,0.08840006
88.0,88.0,0.08117597
89.0,89.0,1.2284146E-4
90.0,90.0,0.030746223
