X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.06945989711611487,58.41092585061803,0.5909405963984597
2.0,2.0,train,0.07328737350381,65.73961521820057,0.6038406674373609
3.0,3.0,train,0.05389658321166621,39.235684613080586,0.5285121920845198
4.0,4.0,train,0.08124624205425997,89.13537015547462,0.6282204606585313
5.0,5.0,train,0.062179413102685585,51.46495139066881,0.5639305317756771
6.0,6.0,train,0.049813387758055466,33.84599316927306,0.5088464078301974
7.0,7.0,train,0.10864646520281855,100.0,0.6932174878807871
8.0,8.0,train,0.033921361918935154,16.40196102381921,0.4136614438035487
9.0,9.0,train,0.06011290807442142,45.247021875319874,0.5556016266160974
10.0,10.0,train,0.07350604216548687,73.09032877462495,0.6045531395660324
11.0,11.0,train,0.039176615692860926,23.993686458917047,0.4489746411688652
12.0,12.0,train,0.07920459105509745,81.01071684151924,0.6222571623004334
13.0,13.0,train,0.04871031234982317,28.86476544488136,0.5032490308156276
