X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
2.0,2.0,train,0.008941825638110062,41.0409539893309,0.48088257374128407
3.0,3.0,train,0.011872874700589274,66.77811448468833,0.5515683719220296
4.0,4.0,train,0.012721160721545416,71.77580718327809,0.5685702112979669
5.0,5.0,train,0.011854966984531784,65.59218082318681,0.5511950002571249
6.0,6.0,train,0.01345496290112155,76.96980680436462,0.5822705545886853
7.0,7.0,train,0.009229372043010092,43.77027118086894,0.4887879378377416
8.0,8.0,train,0.01354477157938249,78.323953838307,0.5838877820096052
9.0,9.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
10.0,10.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
11.0,11.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
12.0,12.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
13.0,13.0,train,0.009994841075706067,52.54644562945775,0.5087046922863887
14.0,14.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
15.0,15.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
16.0,16.0,train,0.012948454490649524,75.62404931279274,0.5729089684725873
17.0,17.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
18.0,18.0,train,0.013547260928692385,79.65793623903475,0.5839324305647994
