X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,0.0355936712016921,35.974799680290104,0.47239645441161804
2.0,2.0,train,0.01724974704178614,23.07895456744681,0.30261063680721684
3.0,3.0,train,0.010826444985091253,13.28059519017957,0.21404678449339065
4.0,4.0,train,0.047137998622843895,44.39851424135808,0.5424935049692522
5.0,5.0,train,0.0668438791323558,67.84821518051399,0.6270695057314003
6.0,6.0,train,0.048710180570559716,49.26947274836187,0.5506243511217151
7.0,7.0,train,0.16285492030971815,99.99998416353121,0.8037920201477676
8.0,8.0,train,0.06260858722067214,61.163847449235966,0.611639265076814
9.0,9.0,train,0.016125174858983325,21.35393336007752,0.2885754682707453
10.0,10.0,train,0.08090518369260032,83.71446605549956,0.6705300765668013
