x,y,species logistic values
1.0,1.0,0.5891676
2.0,2.0,0.5690401
3.0,3.0,0.24674289
4.0,4.0,0.060000278
5.0,5.0,0.28739867
6.0,6.0,0.5402869
7.0,7.0,0.24767978
8.0,8.0,0.5855
9.0,9.0,0.03404036
10.0,10.0,0.096299626
11.0,11.0,0.35217416
12.0,12.0,0.12038963
13.0,13.0,0.42180628
14.0,14.0,0.47111598
15.0,15.0,0.078342475
16.0,16.0,0.134168
17.0,17.0,0.01617126
18.0,18.0,0.28739882
19.0,19.0,0.5854232
20.0,20.0,0.12870722
21.0,21.0,0.543949
22.0,22.0,0.24783684
23.0,23.0,0.1118041
24.0,24.0,0.56757814
25.0,25.0,0.2017164
26.0,26.0,0.5754205
27.0,27.0,0.5825708
28.0,28.0,0.5925972
29.0,29.0,0.5957297
30.0,30.0,0.16507293
31.0,31.0,0.3638958
32.0,32.0,0.039515246
33.0,33.0,0.30824283
34.0,34.0,0.09819016
35.0,35.0,0.08236946
36.0,36.0,0.30090734
37.0,37.0,0.5078893
38.0,38.0,0.5972339
39.0,39.0,0.5783593
40.0,40.0,0.5732215
41.0,41.0,0.53173435
42.0,42.0,0.10070847
43.0,43.0,0.07073774
44.0,44.0,0.57976305
45.0,45.0,0.13263386
46.0,46.0,0.026196184
47.0,47.0,0.043120127
48.0,48.0,0.34790295
49.0,49.0,0.40241215
50.0,50.0,0.08615302
